"Df","SumOfSqs","R2","F","pvalue","comparison","data","source","features","seed","prev_rate","ratio","colour"
1,2.09148605197924,0.288441851580201,7.29659738978989,0.001,"BAR_BAY","maxN","bininterSpecies",5,"seed_05","prev_10",0.97,"blue"
1,3.07944201035805,0.2814455618783,11.7504901624711,0.001,"BAR_LAG","maxN","allSpecies",37,"seed_05","prev_10",1.251,"blue"
1,3.90433224365992,0.357716433227584,16.708341224975,0.001,"BAR_LAG","maxN","bininterSpecies",22,"seed_05","prev_10",1.321,"blue"
1,1.21185365242663,0.142273289982884,4.9761755692572,0.001,"BAY_LAG","maxN","allSpecies",16,"seed_05","prev_10",1.195,"blue"
1,0.802041378037111,0.0926303435559618,2.7563399968789,0.017,"BAY_LAG","maxN","bininterSpecies",6,"seed_05","prev_10",0.677,"red"
1,3.98119645667977,0.232756488553073,13.9548895672635,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",32,"seed_05","prev_10",1.211,"blue"
1,2.58279388334682,0.161504001867019,8.08968449881499,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",11,"seed_05","prev_10",0.668,"blue"
1,3.79649244787384,0.33312971116786,14.9862597005748,0.001,"BAR_BAY","pres/abs","allSpecies",36,"seed_05","prev_10",0.962,"blue"
1,2.64688709061158,0.279669779286712,9.31805234581805,0.001,"BAR_BAY","pres/abs","terinterSpecies",12,"seed_05","prev_10",0.808,"blue"
1,3.40720860670407,0.317285377819433,13.9422256757604,0.001,"BAR_LAG","pres/abs","allSpecies",37,"seed_05","prev_10",0.948,"blue"
1,4.17225740417288,0.392687552966181,19.3979666422503,0.001,"BAR_LAG","pres/abs","terinterSpecies",21,"seed_05","prev_10",1.173,"blue"
1,1.16075370915774,0.139095076438294,4.84705358157908,0.001,"BAY_LAG","pres/abs","allSpecies",16,"seed_05","prev_10",1.015,"blue"
1,0.287269166019166,0.0457562851290591,0.95900626676378,0.409,"BAY_LAG","pres/abs","terinterSpecies",5,"seed_05","prev_10",0.334,"red"
1,4.49423325357689,0.269970082208543,17.0111162281715,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",32,"seed_05","prev_10",0.971,"blue"
1,4.91187860366182,0.309357318542335,20.6046296225318,0.001,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",22,"seed_05","prev_10",1.112,"blue"
1,3.49836744308514,0.295251660823546,12.5683869437096,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_05","prev_10",0.993,"blue"
1,1.54603483401287,0.149287524588343,4.21164693557183,0.002,"BAR_BAY","maxN","terinterSpecies",11,"seed_05","prev_10",0.502,"red"
1,3.07944201035805,0.2814455618783,11.7504901624711,0.001,"BAR_LAG","maxN","allSpecies",37,"seed_05","prev_10",1.039,"blue"
1,3.40597186808785,0.332379560491105,14.9357123069332,0.001,"BAR_LAG","maxN","terinterSpecies",24,"seed_05","prev_10",1.227,"blue"
1,1.21185365242663,0.142273289982884,4.9761755692572,0.001,"BAY_LAG","maxN","allSpecies",16,"seed_05","prev_10",1.041,"blue"
1,0.12001053609335,0.0277693038000453,0.428436952905067,0.82,"BAY_LAG","maxN","terinterSpecies",3,"seed_05","prev_10",0.203,"red"
1,3.98119645667977,0.232756488553073,13.9548895672635,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",32,"seed_05","prev_10",0.962,"blue"
1,4.16235166131751,0.247171430271246,15.1028882931129,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",23,"seed_05","prev_10",1.022,"blue"
1,3.46839487852253,0.294772989925342,12.5394937678636,0.001,"BAR_BAY","pres/abs","allSpecies",126,"seed_06","prev_0",1.125,"blue"
1,5.3346925697509,0.511837981543266,31.455006464537,0.001,"BAR_BAY","pres/abs","indvalSpecies",25,"seed_06","prev_0",1.954,"blue"
1,2.70872937081703,0.230269458372946,8.97467799132163,0.001,"BAR_LAG","pres/abs","allSpecies",130,"seed_06","prev_0",1.058,"blue"
1,4.81384571709143,0.47746457182686,27.4123750898277,0.001,"BAR_LAG","pres/abs","indvalSpecies",24,"seed_06","prev_0",2.194,"blue"
1,0.940414865149833,0.0930556913079179,3.07810602313988,0.001,"BAY_LAG","pres/abs","allSpecies",54,"seed_06","prev_0",0.963,"blue"
1,3.46064814814815,0.501173315454241,22.1034946236559,0.001,"BAY_LAG","pres/abs","indvalSpecies",3,"seed_06","prev_0",5.187,"blue"
1,3.56799153924884,0.198122966619759,11.3654040272124,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",140,"seed_06","prev_0",0.979,"blue"
1,5.5091455737218,0.343897306262937,24.1109756736264,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",38,"seed_06","prev_0",1.699,"blue"
1,3.44571294743984,0.289629668764335,12.2314934631575,0.001,"BAR_BAY","maxN","allSpecies",126,"seed_06","prev_0",1.168,"blue"
1,4.58951397626395,0.413049622000902,21.1116461024685,0.001,"BAR_BAY","maxN","indvalSpecies",26,"seed_06","prev_0",1.665,"blue"
1,2.6452961798517,0.228222968462931,8.87133041553734,0.001,"BAR_LAG","maxN","allSpecies",130,"seed_06","prev_0",1.055,"blue"
1,3.60236026631691,0.351848790613995,16.2854956768793,0.001,"BAR_LAG","maxN","indvalSpecies",25,"seed_06","prev_0",1.626,"blue"
1,1.02257057500871,0.100510800873118,3.35226262763405,0.001,"BAY_LAG","maxN","allSpecies",54,"seed_06","prev_0",0.9,"blue"
1,1.6315225708679,0.212439218644838,7.28306822686231,0.001,"BAY_LAG","maxN","indvalSpecies",4,"seed_06","prev_0",1.903,"blue"
1,3.43047275001544,0.19135491679233,10.8852775528305,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",140,"seed_06","prev_0",0.974,"blue"
1,4.93972801243017,0.299386394535079,19.6567323859987,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",38,"seed_06","prev_0",1.523,"blue"
1,3.46839487852253,0.294772989925342,12.5394937678636,0.001,"BAR_BAY","pres/abs","allSpecies",126,"seed_06","prev_0",1.125,"blue"
1,0.555555555555556,0.181818181818182,1.55555555555556,0.315,"BAR_BAY","pres/abs","bininterSpecies",5,"seed_06","prev_0",0.511,"red"
1,2.70872937081703,0.230269458372946,8.97467799132163,0.001,"BAR_LAG","pres/abs","allSpecies",130,"seed_06","prev_0",1.058,"blue"
1,0.771428571428571,0.241071428571428,2.54117647058823,0.171,"BAR_LAG","pres/abs","bininterSpecies",4,"seed_06","prev_0",0.797,"red"
1,0.940414865149833,0.0930556913079179,3.07810602313988,0.001,"BAY_LAG","pres/abs","allSpecies",54,"seed_06","prev_0",0.963,"blue"
1,1.52375541125541,0.178797897018236,5.00772174899161,0.001,"BAY_LAG","pres/abs","bininterSpecies",11,"seed_06","prev_0",1.468,"blue"
1,3.56799153924884,0.198122966619759,11.3654040272124,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",140,"seed_06","prev_0",0.979,"blue"
1,1.05,0.466666666666667,8.75,0.047,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",2,"seed_06","prev_0",1.643,"red"
1,3.44571294743984,0.289629668764335,12.2314934631575,0.001,"BAR_BAY","maxN","allSpecies",126,"seed_06","prev_0",1.168,"blue"
1,0.632867902716566,0.182460061361823,1.78545465720739,0.282,"BAR_BAY","maxN","bininterSpecies",7,"seed_06","prev_0",0.605,"red"
1,2.6452961798517,0.228222968462931,8.87133041553734,0.001,"BAR_LAG","maxN","allSpecies",130,"seed_06","prev_0",1.055,"blue"
1,3.05073352529149,0.267689542541189,10.9662318685206,0.001,"BAR_LAG","maxN","bininterSpecies",73,"seed_06","prev_0",0.983,"blue"
1,1.02257057500871,0.100510800873118,3.35226262763405,0.001,"BAY_LAG","maxN","allSpecies",54,"seed_06","prev_0",0.9,"blue"
1,0.130952380952381,0.139830508474576,0.812807881773399,0.694,"BAY_LAG","maxN","bininterSpecies",3,"seed_06","prev_0",1.031,"red"
1,3.43047275001544,0.19135491679233,10.8852775528305,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",140,"seed_06","prev_0",0.974,"blue"
1,1.20988929701051,0.319222680238916,5.62690919875439,0.021,"INSHORE_OFFSHORE","maxN","bininterSpecies",5,"seed_06","prev_0",1.272,"red"
1,3.46839487852253,0.294772989925342,12.5394937678636,0.001,"BAR_BAY","pres/abs","allSpecies",126,"seed_06","prev_0",0.829,"blue"
1,3.03944740350352,0.305069199859657,10.5358127674772,0.001,"BAR_BAY","pres/abs","terinterSpecies",24,"seed_06","prev_0",0.858,"blue"
1,2.70872937081703,0.230269458372946,8.97467799132163,0.001,"BAR_LAG","pres/abs","allSpecies",130,"seed_06","prev_0",0.761,"blue"
1,1.35796652421652,0.125931169613268,3.31371718154468,0.001,"BAR_LAG","pres/abs","terinterSpecies",19,"seed_06","prev_0",0.416,"blue"
1,0.940414865149833,0.0930556913079179,3.07810602313988,0.001,"BAY_LAG","pres/abs","allSpecies",54,"seed_06","prev_0",0.764,"blue"
1,0.670692495797775,0.0744126745840712,2.41185264342182,0.003,"BAY_LAG","pres/abs","terinterSpecies",39,"seed_06","prev_0",0.611,"red"
1,3.56799153924884,0.198122966619759,11.3654040272124,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",140,"seed_06","prev_0",0.697,"blue"
1,1.49074074074074,0.34698275862069,6.90759075907591,0.013,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",6,"seed_06","prev_0",1.221,"red"
1,3.44571294743984,0.289629668764335,12.2314934631575,0.001,"BAR_BAY","maxN","allSpecies",126,"seed_06","prev_0",0.96,"blue"
1,2.62545273214003,0.255236617103747,8.22499998142797,0.001,"BAR_BAY","maxN","terinterSpecies",24,"seed_06","prev_0",0.846,"blue"
1,2.6452961798517,0.228222968462931,8.87133041553734,0.001,"BAR_LAG","maxN","allSpecies",130,"seed_06","prev_0",0.838,"blue"
1,1.30110503863747,0.109678991755362,3.07975973664841,0.001,"BAR_LAG","maxN","terinterSpecies",24,"seed_06","prev_0",0.403,"blue"
1,1.02257057500871,0.100510800873118,3.35226262763405,0.001,"BAY_LAG","maxN","allSpecies",54,"seed_06","prev_0",0.741,"blue"
1,1.06911491397497,0.113564649532671,3.84341563565124,0.001,"BAY_LAG","maxN","terinterSpecies",40,"seed_06","prev_0",0.837,"blue"
1,3.43047275001544,0.19135491679233,10.8852775528305,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",140,"seed_06","prev_0",0.763,"blue"
1,2.27043991626246,0.140139293962143,6.03022540766156,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",35,"seed_06","prev_0",0.559,"blue"
1,4.24448850721887,0.393068564249992,19.4289770358128,0.001,"BAR_BAY","pres/abs","allSpecies",37,"seed_06","prev_10",1.516,"blue"
1,5.3346925697509,0.511837981543266,31.455006464537,0.001,"BAR_BAY","pres/abs","indvalSpecies",25,"seed_06","prev_10",1.974,"blue"
1,3.44713035536334,0.323662480995179,14.3565515101731,0.001,"BAR_LAG","pres/abs","allSpecies",40,"seed_06","prev_10",1.463,"blue"
1,4.81384571709143,0.47746457182686,27.4123750898277,0.001,"BAR_LAG","pres/abs","indvalSpecies",24,"seed_06","prev_10",2.158,"blue"
1,1.04854727448405,0.119595636736612,4.07525138653249,0.001,"BAY_LAG","pres/abs","allSpecies",18,"seed_06","prev_10",1.023,"blue"
1,3.46064814814815,0.501173315454241,22.1034946236559,0.001,"BAY_LAG","pres/abs","indvalSpecies",3,"seed_06","prev_10",4.286,"blue"
1,4.49909479862684,0.270448754749242,17.0524590280003,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",38,"seed_06","prev_10",1.359,"blue"
1,5.82823893273371,0.36961642752203,26.9714447018011,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",25,"seed_06","prev_10",1.857,"blue"
1,4.04851447884215,0.363889705833089,17.1616326211004,0.001,"BAR_BAY","maxN","allSpecies",37,"seed_06","prev_10",1.54,"blue"
1,4.58951397626395,0.413049622000902,21.1116461024685,0.001,"BAR_BAY","maxN","indvalSpecies",26,"seed_06","prev_10",1.748,"blue"
1,3.12845133781215,0.288593700236925,12.1699948538425,0.001,"BAR_LAG","maxN","allSpecies",40,"seed_06","prev_10",1.282,"blue"
1,3.60236026631691,0.351848790613995,16.2854956768793,0.001,"BAR_LAG","maxN","indvalSpecies",25,"seed_06","prev_10",1.563,"blue"
1,1.09923970095577,0.116444612224602,3.9537287815465,0.001,"BAY_LAG","maxN","allSpecies",18,"seed_06","prev_10",0.914,"blue"
1,1.6315225708679,0.212439218644838,7.28306822686231,0.001,"BAY_LAG","maxN","indvalSpecies",4,"seed_06","prev_10",1.667,"blue"
1,3.95322367313203,0.230335641202916,13.7663117360584,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",38,"seed_06","prev_10",1.197,"blue"
1,5.194777659404,0.318574243234231,21.505519923885,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",25,"seed_06","prev_10",1.655,"blue"
1,4.24448850721887,0.393068564249992,19.4289770358128,0.001,"BAR_BAY","pres/abs","allSpecies",37,"seed_06","prev_10",1.516,"blue"
1,3.56192358366272,0.456402464759011,17.6315217391304,0.001,"BAR_BAY","pres/abs","bininterSpecies",5,"seed_06","prev_10",1.335,"blue"
1,3.44713035536334,0.323662480995179,14.3565515101731,0.001,"BAR_LAG","pres/abs","allSpecies",40,"seed_06","prev_10",1.463,"blue"
1,2.63605266577859,0.271831719313383,10.4526499473415,0.001,"BAR_LAG","pres/abs","bininterSpecies",13,"seed_06","prev_10",0.823,"blue"
1,1.04854727448405,0.119595636736612,4.07525138653249,0.001,"BAY_LAG","pres/abs","allSpecies",18,"seed_06","prev_10",1.023,"blue"
1,0.732648942389456,0.106122416118628,3.56164260181444,0.003,"BAY_LAG","pres/abs","bininterSpecies",9,"seed_06","prev_10",0.68,"red"
1,4.49909479862684,0.270448754749242,17.0524590280003,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",38,"seed_06","prev_10",1.359,"blue"
1,3.50555555555555,0.355292792792793,15.4305676855895,0.001,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",4,"seed_06","prev_10",1.245,"blue"
1,4.04851447884215,0.363889705833089,17.1616326211004,0.001,"BAR_BAY","maxN","allSpecies",37,"seed_06","prev_10",1.54,"blue"
1,4.14609709983938,0.37295468972489,17.8434325373358,0.001,"BAR_BAY","maxN","bininterSpecies",35,"seed_06","prev_10",1.283,"blue"
1,3.12845133781215,0.288593700236925,12.1699948538425,0.001,"BAR_LAG","maxN","allSpecies",40,"seed_06","prev_10",1.282,"blue"
1,3.21628512467129,0.303171928087056,13.0522265236007,0.001,"BAR_LAG","maxN","bininterSpecies",28,"seed_06","prev_10",0.979,"blue"
1,1.09923970095577,0.116444612224602,3.9537287815465,0.001,"BAY_LAG","maxN","allSpecies",18,"seed_06","prev_10",0.914,"blue"
1,1.14265981517932,0.126998896215981,3.9277959477584,0.001,"BAY_LAG","maxN","bininterSpecies",7,"seed_06","prev_10",0.817,"blue"
1,3.95322367313203,0.230335641202916,13.7663117360584,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",38,"seed_06","prev_10",1.197,"blue"
1,4.64924402241286,0.28226146426138,18.0901912179784,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",21,"seed_06","prev_10",1.226,"blue"
1,4.24448850721887,0.393068564249992,19.4289770358128,0.001,"BAR_BAY","pres/abs","allSpecies",37,"seed_06","prev_10",1.15,"blue"
1,4.09247927786231,0.408586928282423,20.035101499834,0.001,"BAR_BAY","pres/abs","terinterSpecies",20,"seed_06","prev_10",1.195,"blue"
1,3.44713035536334,0.323662480995179,14.3565515101731,0.001,"BAR_LAG","pres/abs","allSpecies",40,"seed_06","prev_10",0.98,"blue"
1,3.81589354616844,0.380219109198437,18.4042029130665,0.001,"BAR_LAG","pres/abs","terinterSpecies",25,"seed_06","prev_10",1.151,"blue"
1,1.04854727448405,0.119595636736612,4.07525138653249,0.001,"BAY_LAG","pres/abs","allSpecies",18,"seed_06","prev_10",0.766,"blue"
1,1.07399879618926,0.139031314751694,4.8444728757445,0.001,"BAY_LAG","pres/abs","terinterSpecies",12,"seed_06","prev_10",0.891,"blue"
1,4.49909479862684,0.270448754749242,17.0524590280003,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",38,"seed_06","prev_10",0.947,"blue"
1,3.89524031057507,0.246338447047146,14.3816433618082,0.001,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",17,"seed_06","prev_10",0.863,"blue"
1,4.04851447884215,0.363889705833089,17.1616326211004,0.001,"BAR_BAY","maxN","allSpecies",37,"seed_06","prev_10",1.251,"blue"
1,4.04323764027883,0.389196113982656,18.4784143714117,0.001,"BAR_BAY","maxN","terinterSpecies",21,"seed_06","prev_10",1.339,"blue"
1,3.12845133781215,0.288593700236925,12.1699948538425,0.001,"BAR_LAG","maxN","allSpecies",40,"seed_06","prev_10",0.932,"blue"
1,3.38907603511034,0.329773880401023,14.7610129219527,0.001,"BAR_LAG","maxN","terinterSpecies",27,"seed_06","prev_10",1.065,"blue"
1,1.09923970095577,0.116444612224602,3.9537287815465,0.001,"BAY_LAG","maxN","allSpecies",18,"seed_06","prev_10",0.749,"blue"
1,0.852021199698815,0.105506850827995,2.47698248940063,0.026,"BAY_LAG","maxN","terinterSpecies",5,"seed_06","prev_10",0.679,"red"
1,3.95322367313203,0.230335641202916,13.7663117360584,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",38,"seed_06","prev_10",1,"blue"
1,4.06485960420687,0.240036690647607,14.5292379696583,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",28,"seed_06","prev_10",1.042,"blue"
1,3.141858688716,0.257930149052564,10.4274610559876,0.001,"BAR_BAY","pres/abs","allSpecies",125,"seed_07","prev_0",0.946,"blue"
1,5.32064628488004,0.510397643008726,31.2742148227335,0.001,"BAR_BAY","pres/abs","indvalSpecies",19,"seed_07","prev_0",1.871,"blue"
1,2.55219827851015,0.214546226108288,8.19448196341086,0.001,"BAR_LAG","pres/abs","allSpecies",127,"seed_07","prev_0",0.925,"blue"
1,4.67023648042557,0.450001012754035,24.5455549840562,0.001,"BAR_LAG","pres/abs","indvalSpecies",20,"seed_07","prev_0",1.941,"blue"
1,1.07073951319959,0.107079921812763,3.59763178458765,0.001,"BAY_LAG","pres/abs","allSpecies",52,"seed_07","prev_0",1.19,"blue"
NA,NA,NA,NA,NA,"BAY_LAG","pres/abs","indvalSpecies",3,"seed_07","prev_0",NA,NA
1,3.41538907995802,0.188628534826025,10.6941308320926,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",139,"seed_07","prev_0",0.916,"blue"
1,5.23956451949866,0.34106853632395,23.8099916846814,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",40,"seed_07","prev_0",1.657,"blue"
1,3.10371728061037,0.253829473262069,10.2052867608594,0.001,"BAR_BAY","maxN","allSpecies",125,"seed_07","prev_0",1.001,"blue"
1,4.59638436460659,0.411980465754366,21.0187132447679,0.001,"BAR_BAY","maxN","indvalSpecies",19,"seed_07","prev_0",1.624,"blue"
1,2.35726872906611,0.201221548554501,7.55734765467305,0.001,"BAR_LAG","maxN","allSpecies",127,"seed_07","prev_0",0.883,"blue"
1,4.19691938246448,0.402818860495743,20.2360138582142,0.001,"BAR_LAG","maxN","indvalSpecies",20,"seed_07","prev_0",1.768,"blue"
1,1.20728543476758,0.118600180573718,4.0367666736391,0.001,"BAY_LAG","maxN","allSpecies",52,"seed_07","prev_0",1.206,"blue"
1,1.40708855980376,0.191578643265995,7.10936104063231,0.001,"BAY_LAG","maxN","indvalSpecies",6,"seed_07","prev_0",1.948,"blue"
1,3.33037454261343,0.189464502097569,10.7526038267818,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",139,"seed_07","prev_0",1.007,"blue"
1,4.62183217583587,0.300971445753493,19.8056093997249,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",40,"seed_07","prev_0",1.599,"blue"
1,3.141858688716,0.257930149052564,10.4274610559876,0.001,"BAR_BAY","pres/abs","allSpecies",125,"seed_07","prev_0",0.946,"blue"
1,0.5,0.25,2.33333333333333,0.44,"BAR_BAY","pres/abs","bininterSpecies",2,"seed_07","prev_0",0.669,"red"
1,2.55219827851015,0.214546226108288,8.19448196341086,0.001,"BAR_LAG","pres/abs","allSpecies",127,"seed_07","prev_0",0.925,"blue"
1,0.760416666666666,0.218562874251497,2.79693486590038,0.088,"BAR_LAG","pres/abs","bininterSpecies",4,"seed_07","prev_0",0.647,"red"
1,1.07073951319959,0.107079921812763,3.59763178458765,0.001,"BAY_LAG","pres/abs","allSpecies",52,"seed_07","prev_0",1.19,"blue"
1,0.253968253968254,0.107563025210084,0.843691148775895,0.591,"BAY_LAG","pres/abs","bininterSpecies",4,"seed_07","prev_0",0.98,"red"
1,3.41538907995802,0.188628534826025,10.6941308320926,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",139,"seed_07","prev_0",0.916,"blue"
1,0.857142857142857,0.285714285714286,4.4,0.07,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",3,"seed_07","prev_0",0.958,"red"
1,3.10371728061037,0.253829473262069,10.2052867608594,0.001,"BAR_BAY","maxN","allSpecies",125,"seed_07","prev_0",1.001,"blue"
1,0.67921830076111,0.171418259644399,2.06881531773597,0.178,"BAR_BAY","maxN","bininterSpecies",5,"seed_07","prev_0",0.538,"red"
1,2.35726872906611,0.201221548554501,7.55734765467305,0.001,"BAR_LAG","maxN","allSpecies",127,"seed_07","prev_0",0.883,"blue"
1,0.960703528561624,0.0749261674841953,2.18685952511656,0.004,"BAR_LAG","maxN","bininterSpecies",47,"seed_07","prev_0",0.238,"red"
1,1.20728543476758,0.118600180573718,4.0367666736391,0.001,"BAY_LAG","maxN","allSpecies",52,"seed_07","prev_0",1.206,"blue"
1,0.0698412698412698,0.0745762711864407,0.402930402930403,1,"BAY_LAG","maxN","bininterSpecies",3,"seed_07","prev_0",0.705,"red"
1,3.33037454261343,0.189464502097569,10.7526038267818,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",139,"seed_07","prev_0",1.007,"blue"
1,0.799693503775137,0.260739218127642,3.87972887204948,0.07,"INSHORE_OFFSHORE","maxN","bininterSpecies",3,"seed_07","prev_0",1.041,"red"
1,3.141858688716,0.257930149052564,10.4274610559876,0.001,"BAR_BAY","pres/abs","allSpecies",125,"seed_07","prev_0",0.69,"blue"
1,2.27469866970735,0.243819058514449,7.09356582933711,0.001,"BAR_BAY","pres/abs","terinterSpecies",22,"seed_07","prev_0",0.653,"blue"
1,2.55219827851015,0.214546226108288,8.19448196341086,0.001,"BAR_LAG","pres/abs","allSpecies",127,"seed_07","prev_0",0.636,"blue"
1,1.16554381795453,0.109619518002373,2.831653394286,0.002,"BAR_LAG","pres/abs","terinterSpecies",18,"seed_07","prev_0",0.325,"red"
1,1.07073951319959,0.107079921812763,3.59763178458765,0.001,"BAY_LAG","pres/abs","allSpecies",52,"seed_07","prev_0",0.976,"blue"
1,0.592948134392263,0.0686329132629021,2.21071522411256,0.008,"BAY_LAG","pres/abs","terinterSpecies",33,"seed_07","prev_0",0.625,"red"
1,3.41538907995802,0.188628534826025,10.6941308320926,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",139,"seed_07","prev_0",0.632,"blue"
1,1.53930499325236,0.235123853368605,5.22582057875647,0.011,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",8,"seed_07","prev_0",0.788,"red"
1,3.10371728061037,0.253829473262069,10.2052867608594,0.001,"BAR_BAY","maxN","allSpecies",125,"seed_07","prev_0",0.796,"blue"
1,2.05615529740555,0.217567045794448,6.11742511834491,0.001,"BAR_BAY","maxN","terinterSpecies",22,"seed_07","prev_0",0.682,"blue"
1,2.35726872906611,0.201221548554501,7.55734765467305,0.001,"BAR_LAG","maxN","allSpecies",127,"seed_07","prev_0",0.641,"blue"
1,1.26275947155658,0.119724738760881,3.12819082024873,0.001,"BAR_LAG","maxN","terinterSpecies",24,"seed_07","prev_0",0.381,"blue"
1,1.20728543476758,0.118600180573718,4.0367666736391,0.001,"BAY_LAG","maxN","allSpecies",52,"seed_07","prev_0",1.121,"blue"
1,0.236331569664903,0.103474903474903,0.807924203273041,0.538,"BAY_LAG","maxN","terinterSpecies",4,"seed_07","prev_0",0.978,"red"
1,3.33037454261343,0.189464502097569,10.7526038267818,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",139,"seed_07","prev_0",0.757,"blue"
1,2.8616462400897,0.155972482447426,8.50059274534812,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",72,"seed_07","prev_0",0.623,"blue"
1,3.93783112158505,0.351946765131182,16.2924932487571,0.001,"BAR_BAY","pres/abs","allSpecies",36,"seed_07","prev_10",1.407,"blue"
1,5.32064628488004,0.510397643008726,31.2742148227335,0.001,"BAR_BAY","pres/abs","indvalSpecies",19,"seed_07","prev_10",2.041,"blue"
1,3.15919695790752,0.289727510948961,12.237310979173,0.001,"BAR_LAG","pres/abs","allSpecies",40,"seed_07","prev_10",1.296,"blue"
1,4.67023648042557,0.450001012754035,24.5455549840562,0.001,"BAR_LAG","pres/abs","indvalSpecies",20,"seed_07","prev_10",2.013,"blue"
1,1.15130395619863,0.131656312108931,4.54853235918655,0.001,"BAY_LAG","pres/abs","allSpecies",17,"seed_07","prev_10",1.186,"blue"
NA,NA,NA,NA,NA,"BAY_LAG","pres/abs","indvalSpecies",3,"seed_07","prev_10",NA,NA
1,4.42551597196604,0.266254453082233,16.6920329441609,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",33,"seed_07","prev_10",1.385,"blue"
1,5.63611247997177,0.375177676474752,27.6209291314497,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",22,"seed_07","prev_10",1.951,"blue"
1,3.71744721727831,0.325376151698327,14.4692254439615,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_07","prev_10",1.354,"blue"
1,4.59638436460659,0.411980465754366,21.0187132447679,0.001,"BAR_BAY","maxN","indvalSpecies",19,"seed_07","prev_10",1.715,"blue"
1,2.69767972538049,0.242091903483175,9.58263559641761,0.001,"BAR_LAG","maxN","allSpecies",40,"seed_07","prev_10",1.112,"blue"
1,4.19691938246448,0.402818860495743,20.2360138582142,0.001,"BAR_LAG","maxN","indvalSpecies",20,"seed_07","prev_10",1.851,"blue"
1,1.24295619712056,0.132128371381091,4.5673242570916,0.001,"BAY_LAG","maxN","allSpecies",17,"seed_07","prev_10",1.091,"blue"
1,2.04618344553637,0.256024807506436,9.29153266455664,0.001,"BAY_LAG","maxN","indvalSpecies",5,"seed_07","prev_10",2.113,"blue"
1,3.84381178452465,0.230394387759623,13.7708738974638,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",33,"seed_07","prev_10",1.271,"blue"
1,4.80687003433452,0.316948193919292,21.3448186367356,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",22,"seed_07","prev_10",1.748,"blue"
1,3.93783112158505,0.351946765131182,16.2924932487571,0.001,"BAR_BAY","pres/abs","allSpecies",36,"seed_07","prev_10",1.407,"blue"
1,2.73017676767677,0.352108777072138,10.8693794455475,0.001,"BAR_BAY","pres/abs","bininterSpecies",5,"seed_07","prev_10",1.057,"blue"
1,3.15919695790752,0.289727510948961,12.237310979173,0.001,"BAR_LAG","pres/abs","allSpecies",40,"seed_07","prev_10",1.296,"blue"
1,1.26979227716728,0.172458107283404,3.75116469440705,0.008,"BAR_LAG","pres/abs","bininterSpecies",7,"seed_07","prev_10",0.544,"red"
1,1.15130395619863,0.131656312108931,4.54853235918655,0.001,"BAY_LAG","pres/abs","allSpecies",17,"seed_07","prev_10",1.186,"blue"
