"Df","SumOfSqs","R2","F","pvalue","comparison","data","source","features","seed","prev_rate","ratio","colour"
1,3.51125468092066,0.334794984036623,15.0988782105811,0.001,"BAR_LAG","pres/abs","allSpecies",35,"seed_10","prev_10",1.014,"blue"
1,4.2715054783873,0.419035839457517,21.6382972264366,0.001,"BAR_LAG","pres/abs","terinterSpecies",19,"seed_10","prev_10",1.269,"blue"
1,1.12418028314646,0.137019720600944,4.76325092954704,0.001,"BAY_LAG","pres/abs","allSpecies",15,"seed_10","prev_10",0.878,"blue"
1,1.14192348506159,0.156281660896648,5.55688979320043,0.001,"BAY_LAG","pres/abs","terinterSpecies",11,"seed_10","prev_10",1.001,"blue"
1,4.60335676124971,0.278145086259727,17.7247168709459,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",34,"seed_10","prev_10",0.974,"blue"
1,3.30197456737004,0.221794725722487,12.2553438293274,0.001,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",11,"seed_10","prev_10",0.777,"blue"
1,3.46381512938455,0.297449895159814,12.7015807033782,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_10","prev_10",1.023,"blue"
1,2.58220231282412,0.221076080792372,8.51467294844142,0.001,"BAR_BAY","maxN","terinterSpecies",15,"seed_10","prev_10",0.76,"blue"
1,2.97181236088572,0.270802945761922,11.1411426110962,0.001,"BAR_LAG","maxN","allSpecies",35,"seed_10","prev_10",0.874,"blue"
1,3.3566911435028,0.327841019370062,14.632298108826,0.001,"BAR_LAG","maxN","terinterSpecies",22,"seed_10","prev_10",1.059,"blue"
1,1.15104048618148,0.136733961097663,4.7517435507433,0.001,"BAY_LAG","maxN","allSpecies",15,"seed_10","prev_10",0.88,"blue"
1,1.06387627606114,0.13321013894484,4.6104648287884,0.001,"BAY_LAG","maxN","terinterSpecies",9,"seed_10","prev_10",0.857,"blue"
1,4.08672722576208,0.241826909890532,14.6721612783149,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",34,"seed_10","prev_10",1.05,"blue"
1,4.9215098910429,0.303919377292545,20.0842990012848,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",22,"seed_10","prev_10",1.32,"blue"
1,3.18651480840865,0.261995853775062,10.6501781236013,0.001,"BAR_BAY","pres/abs","allSpecies",120,"seed_02","prev_0",0.961,"blue"
1,4.87240224122973,0.446293037855222,24.1802831660186,0.001,"BAR_BAY","pres/abs","indvalSpecies",26,"seed_02","prev_0",1.636,"blue"
1,2.62121871355063,0.217598615327888,8.34349042285039,0.001,"BAR_LAG","pres/abs","allSpecies",125,"seed_02","prev_0",0.939,"blue"
1,4.44035949479473,0.413381319201039,21.1405466309745,0.001,"BAR_LAG","pres/abs","indvalSpecies",27,"seed_02","prev_0",1.783,"blue"
1,0.945508037013043,0.0966212017144742,3.2086607046074,0.001,"BAY_LAG","pres/abs","allSpecies",54,"seed_02","prev_0",1.074,"blue"
1,3.7551669973545,0.530683179016853,24.8766492407269,0.001,"BAY_LAG","pres/abs","indvalSpecies",4,"seed_02","prev_0",5.899,"blue"
1,3.65082435686277,0.20245495754023,11.6769932117286,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",134,"seed_02","prev_0",0.983,"blue"
1,5.57959553520246,0.368611302696288,26.8552794759216,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",41,"seed_02","prev_0",1.79,"blue"
1,3.05772061900353,0.248056445847008,9.89661169952146,0.001,"BAR_BAY","maxN","allSpecies",120,"seed_02","prev_0",0.978,"blue"
1,4.3130094110516,0.375310318469689,18.0238442973936,0.001,"BAR_BAY","maxN","indvalSpecies",26,"seed_02","prev_0",1.48,"blue"
1,2.57831531891226,0.21632864218986,8.28135314761383,0.001,"BAR_LAG","maxN","allSpecies",125,"seed_02","prev_0",0.949,"blue"
1,3.84736860731408,0.342948882658181,15.6585480310401,0.001,"BAR_LAG","maxN","indvalSpecies",27,"seed_02","prev_0",1.505,"blue"
1,1.11867990006468,0.111639354865505,3.77006868134968,0.001,"BAY_LAG","maxN","allSpecies",54,"seed_02","prev_0",1.135,"blue"
1,1.8101671304686,0.217049898897238,7.76217687508161,0.001,"BAY_LAG","maxN","indvalSpecies",6,"seed_02","prev_0",2.207,"blue"
1,3.55650911236586,0.196543473676638,11.252630967474,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",134,"seed_02","prev_0",1.044,"blue"
1,4.91685843680253,0.311446179258328,20.8066876027953,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",41,"seed_02","prev_0",1.655,"blue"
1,3.18651480840865,0.261995853775062,10.6501781236013,0.001,"BAR_BAY","pres/abs","allSpecies",120,"seed_02","prev_0",0.961,"blue"
1,0.514285714285714,0.3,2.14285714285714,0.429,"BAR_BAY","pres/abs","bininterSpecies",2,"seed_02","prev_0",0.803,"red"
1,2.62121871355063,0.217598615327888,8.34349042285039,0.001,"BAR_LAG","pres/abs","allSpecies",125,"seed_02","prev_0",0.939,"blue"
1,0.771428571428571,0.241071428571428,2.54117647058823,0.182,"BAR_LAG","pres/abs","bininterSpecies",4,"seed_02","prev_0",0.714,"red"
1,0.945508037013043,0.0966212017144742,3.2086607046074,0.001,"BAY_LAG","pres/abs","allSpecies",54,"seed_02","prev_0",1.074,"blue"
1,1.40123609281218,0.193604519602601,5.04181262232646,0.001,"BAY_LAG","pres/abs","bininterSpecies",10,"seed_02","prev_0",1.764,"blue"
1,3.65082435686277,0.20245495754023,11.6769932117286,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",134,"seed_02","prev_0",0.983,"blue"
1,0.984848484848485,0.349462365591398,4.83471074380165,0.057,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",3,"seed_02","prev_0",1.171,"red"
1,3.05772061900353,0.248056445847008,9.89661169952146,0.001,"BAR_BAY","maxN","allSpecies",120,"seed_02","prev_0",0.978,"blue"
1,0.464496274700356,0.252613961682449,1.68998314613363,0.429,"BAR_BAY","maxN","bininterSpecies",2,"seed_02","prev_0",0.792,"red"
1,2.57831531891226,0.21632864218986,8.28135314761383,0.001,"BAR_LAG","maxN","allSpecies",125,"seed_02","prev_0",0.949,"blue"
1,1.13892815011174,0.0850283330881271,2.60204049214222,0.001,"BAR_LAG","maxN","bininterSpecies",45,"seed_02","prev_0",0.271,"blue"
1,1.11867990006468,0.111639354865505,3.77006868134968,0.001,"BAY_LAG","maxN","allSpecies",54,"seed_02","prev_0",1.135,"blue"
1,0.101851851851852,0.112244897959184,0.505747126436781,1,"BAY_LAG","maxN","bininterSpecies",3,"seed_02","prev_0",1.061,"red"
1,3.55650911236586,0.196543473676638,11.252630967474,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",134,"seed_02","prev_0",1.044,"blue"
1,1.86891239486236,0.117105859793207,4.64235167740749,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",36,"seed_02","prev_0",0.468,"blue"
1,3.18651480840865,0.261995853775062,10.6501781236013,0.001,"BAR_BAY","pres/abs","allSpecies",120,"seed_02","prev_0",0.701,"blue"
1,2.50407412885073,0.250785012268992,7.69879857803611,0.001,"BAR_BAY","pres/abs","terinterSpecies",32,"seed_02","prev_0",0.671,"blue"
1,2.62121871355063,0.217598615327888,8.34349042285039,0.001,"BAR_LAG","pres/abs","allSpecies",125,"seed_02","prev_0",0.645,"blue"
1,1.39038825757576,0.135820170671354,3.45766431171056,0.001,"BAR_LAG","pres/abs","terinterSpecies",15,"seed_02","prev_0",0.402,"blue"
1,0.945508037013043,0.0966212017144742,3.2086607046074,0.001,"BAY_LAG","pres/abs","allSpecies",54,"seed_02","prev_0",0.88,"blue"
1,0.600958165549278,0.0700990457941619,2.26150039347024,0.01,"BAY_LAG","pres/abs","terinterSpecies",35,"seed_02","prev_0",0.639,"red"
1,3.65082435686277,0.20245495754023,11.6769932117286,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",134,"seed_02","prev_0",0.679,"blue"
1,1.04691358024691,0.195820344071123,3.16554199569275,0.024,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",8,"seed_02","prev_0",0.656,"red"
1,3.05772061900353,0.248056445847008,9.89661169952146,0.001,"BAR_BAY","maxN","allSpecies",120,"seed_02","prev_0",0.778,"blue"
1,2.23622360289559,0.220199834380454,6.49473597729575,0.001,"BAR_BAY","maxN","terinterSpecies",32,"seed_02","prev_0",0.69,"blue"
1,2.57831531891226,0.21632864218986,8.28135314761383,0.001,"BAR_LAG","maxN","allSpecies",125,"seed_02","prev_0",0.689,"blue"
1,1.44224414084777,0.123610876266607,3.52614132578542,0.001,"BAR_LAG","maxN","terinterSpecies",24,"seed_02","prev_0",0.393,"blue"
1,1.11867990006468,0.111639354865505,3.77006868134968,0.001,"BAY_LAG","maxN","allSpecies",54,"seed_02","prev_0",1.056,"blue"
1,1.0475768138137,0.118656018245014,4.03892307775468,0.001,"BAY_LAG","maxN","terinterSpecies",35,"seed_02","prev_0",1.122,"blue"
1,3.55650911236586,0.196543473676638,11.252630967474,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",134,"seed_02","prev_0",0.785,"blue"
1,2.91479324790095,0.154293462491189,8.39239022025506,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",70,"seed_02","prev_0",0.616,"blue"
1,3.97728700282118,0.35546408011941,16.5451173079042,0.001,"BAR_BAY","pres/abs","allSpecies",36,"seed_02","prev_10",1.421,"blue"
1,4.87240224122973,0.446293037855222,24.1802831660186,0.001,"BAR_BAY","pres/abs","indvalSpecies",26,"seed_02","prev_10",1.785,"blue"
1,3.33157724447838,0.302652608522425,13.0201652241568,0.001,"BAR_LAG","pres/abs","allSpecies",40,"seed_02","prev_10",1.354,"blue"
1,4.44035949479473,0.413381319201039,21.1405466309745,0.001,"BAR_LAG","pres/abs","indvalSpecies",27,"seed_02","prev_10",1.849,"blue"
1,1.02041960062991,0.121790692379717,4.16042137072327,0.001,"BAY_LAG","pres/abs","allSpecies",17,"seed_02","prev_10",1.097,"blue"
1,3.7551669973545,0.530683179016853,24.8766492407269,0.001,"BAY_LAG","pres/abs","indvalSpecies",4,"seed_02","prev_10",4.78,"blue"
1,4.70942741054338,0.284091412823333,18.2540134647783,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",37,"seed_02","prev_10",1.478,"blue"
1,5.87830723760805,0.39432196794639,29.947941918964,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",27,"seed_02","prev_10",2.051,"blue"
1,3.53798376396285,0.30176375119293,12.9654003945723,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_02","prev_10",1.256,"blue"
1,4.3130094110516,0.375310318469689,18.0238442973936,0.001,"BAR_BAY","maxN","indvalSpecies",26,"seed_02","prev_10",1.562,"blue"
1,3.03783627663698,0.272412871816979,11.2321752790184,0.001,"BAR_LAG","maxN","allSpecies",40,"seed_02","prev_10",1.252,"blue"
1,3.84736860731408,0.342948882658181,15.6585480310401,0.001,"BAR_LAG","maxN","indvalSpecies",27,"seed_02","prev_10",1.576,"blue"
1,1.19677314253395,0.135664652795305,4.7087505989678,0.001,"BAY_LAG","maxN","allSpecies",17,"seed_02","prev_10",1.12,"blue"
1,1.8101671304686,0.217049898897238,7.76217687508161,0.001,"BAY_LAG","maxN","indvalSpecies",6,"seed_02","prev_10",1.792,"blue"
1,4.26326243566356,0.250889107362737,15.4061288550429,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",37,"seed_02","prev_10",1.384,"blue"
1,5.14894354911956,0.330009099511095,22.6576488821459,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",27,"seed_02","prev_10",1.82,"blue"
1,3.97728700282118,0.35546408011941,16.5451173079042,0.001,"BAR_BAY","pres/abs","allSpecies",36,"seed_02","prev_10",1.421,"blue"
1,3.01208964646465,0.384661587455154,12.5024402706899,0.001,"BAR_BAY","pres/abs","bininterSpecies",6,"seed_02","prev_10",1.155,"blue"
1,3.33157724447838,0.302652608522425,13.0201652241568,0.001,"BAR_LAG","pres/abs","allSpecies",40,"seed_02","prev_10",1.354,"blue"
1,1.79490740740741,0.235226307486955,5.53637445458151,0.001,"BAR_LAG","pres/abs","bininterSpecies",6,"seed_02","prev_10",0.741,"blue"
1,1.02041960062991,0.121790692379717,4.16042137072327,0.001,"BAY_LAG","pres/abs","allSpecies",17,"seed_02","prev_10",1.097,"blue"
1,0.790402760905949,0.103810160670077,3.24338033215761,0.006,"BAY_LAG","pres/abs","bininterSpecies",8,"seed_02","prev_10",0.746,"red"
1,4.70942741054338,0.284091412823333,18.2540134647783,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",37,"seed_02","prev_10",1.478,"blue"
1,3.43777777777778,0.278278075708006,12.3384064179453,0.001,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",9,"seed_02","prev_10",1.031,"blue"
1,3.53798376396285,0.30176375119293,12.9654003945723,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_02","prev_10",1.256,"blue"
1,3.52069806777094,0.304548654754143,13.1374534035797,0.001,"BAR_BAY","maxN","bininterSpecies",21,"seed_02","prev_10",1.031,"blue"
1,3.03783627663698,0.272412871816979,11.2321752790184,0.001,"BAR_LAG","maxN","allSpecies",40,"seed_02","prev_10",1.252,"blue"
1,3.51187669063524,0.309655359561966,13.4565552373443,0.001,"BAR_LAG","maxN","bininterSpecies",24,"seed_02","prev_10",1.1,"blue"
1,1.19677314253395,0.135664652795305,4.7087505989678,0.001,"BAY_LAG","maxN","allSpecies",17,"seed_02","prev_10",1.12,"blue"
1,0.676917306427332,0.0718223470667591,1.85711897302724,0.084,"BAY_LAG","maxN","bininterSpecies",6,"seed_02","prev_10",0.505,"red"
1,4.26326243566356,0.250889107362737,15.4061288550429,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",37,"seed_02","prev_10",1.384,"blue"
1,4.48170504523155,0.281349519936972,17.6173658105027,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",16,"seed_02","prev_10",1.209,"blue"
1,3.97728700282118,0.35546408011941,16.5451173079042,0.001,"BAR_BAY","pres/abs","allSpecies",36,"seed_02","prev_10",1.067,"blue"
1,3.908212984431,0.380482949997534,17.8106567848045,0.001,"BAR_BAY","pres/abs","terinterSpecies",17,"seed_02","prev_10",1.142,"blue"
1,3.33157724447838,0.302652608522425,13.0201652241568,0.001,"BAR_LAG","pres/abs","allSpecies",40,"seed_02","prev_10",0.954,"blue"
1,4.00538216369576,0.366564721524934,17.3607975738612,0.001,"BAR_LAG","pres/abs","terinterSpecies",25,"seed_02","prev_10",1.155,"blue"
1,1.02041960062991,0.121790692379717,4.16042137072327,0.001,"BAY_LAG","pres/abs","allSpecies",17,"seed_02","prev_10",0.876,"blue"
1,0.780436363636364,0.100498020819893,2.56970471700842,0.05,"BAY_LAG","pres/abs","terinterSpecies",5,"seed_02","prev_10",0.723,"red"
1,4.70942741054338,0.284091412823333,18.2540134647783,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",37,"seed_02","prev_10",1.052,"blue"
1,5.27147493910832,0.33904282459339,23.5960369470254,0.001,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",25,"seed_02","prev_10",1.256,"blue"
1,3.53798376396285,0.30176375119293,12.9654003945723,0.001,"BAR_BAY","maxN","allSpecies",36,"seed_02","prev_10",1.022,"blue"
1,3.52069806777094,0.304548654754143,13.1374534035797,0.001,"BAR_BAY","maxN","terinterSpecies",21,"seed_02","prev_10",1.031,"blue"
1,3.03783627663698,0.272412871816979,11.2321752790184,0.001,"BAR_LAG","maxN","allSpecies",40,"seed_02","prev_10",0.968,"blue"
1,3.16212323381365,0.291242575974338,12.3275989542422,0.001,"BAR_LAG","maxN","terinterSpecies",26,"seed_02","prev_10",1.035,"blue"
1,1.19677314253395,0.135664652795305,4.7087505989678,0.001,"BAY_LAG","maxN","allSpecies",17,"seed_02","prev_10",0.954,"blue"
1,1.02434979715427,0.125889267276959,4.32059449326701,0.001,"BAY_LAG","maxN","terinterSpecies",9,"seed_02","prev_10",0.885,"blue"
1,4.26326243566356,0.250889107362737,15.4061288550429,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",37,"seed_02","prev_10",1.078,"blue"
1,4.5871935224181,0.278065317057421,17.7176756940195,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",24,"seed_02","prev_10",1.195,"blue"
1,3.18871437939177,0.259338624610225,10.5043397655405,0.001,"BAR_BAY","pres/abs","allSpecies",126,"seed_03","prev_0",0.88,"blue"
1,4.96093481614001,0.454185631069744,24.9637417182643,0.001,"BAR_BAY","pres/abs","indvalSpecies",25,"seed_03","prev_0",1.541,"blue"
1,2.66216101131356,0.22126798936323,8.52416439831333,0.001,"BAR_LAG","pres/abs","allSpecies",132,"seed_03","prev_0",0.961,"blue"
1,5.0283431212727,0.49058106359298,28.8906258797383,0.001,"BAR_LAG","pres/abs","indvalSpecies",23,"seed_03","prev_0",2.13,"blue"
1,1.16274307210873,0.116938740360095,3.97272802142109,0.001,"BAY_LAG","pres/abs","allSpecies",53,"seed_03","prev_0",1.257,"blue"
1,3.64200191570881,0.426225373427122,20.056803751099,0.001,"BAY_LAG","pres/abs","indvalSpecies",4,"seed_03","prev_0",4.58,"blue"
1,3.64344991083698,0.199015565954523,11.4293307644831,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",143,"seed_03","prev_0",1.005,"blue"
1,5.42826984192109,0.342676495411386,23.9807624082895,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",40,"seed_03","prev_0",1.73,"blue"
1,2.97992518156686,0.23632242235809,9.28359412179452,0.001,"BAR_BAY","maxN","allSpecies",126,"seed_03","prev_0",0.816,"blue"
1,3.90073259742358,0.327301795509933,14.596521589858,0.001,"BAR_BAY","maxN","indvalSpecies",26,"seed_03","prev_0",1.13,"blue"
1,2.6603954924682,0.225176482732916,8.71849438155206,0.001,"BAR_LAG","maxN","allSpecies",132,"seed_03","prev_0",0.987,"blue"
1,4.21994725943773,0.387084094254748,18.9463558031222,0.001,"BAR_LAG","maxN","indvalSpecies",23,"seed_03","prev_0",1.696,"blue"
1,1.22411470469544,0.127401506925966,4.38007312425497,0.001,"BAY_LAG","maxN","allSpecies",53,"seed_03","prev_0",1.268,"blue"
1,2.18970957996627,0.246802710118048,9.50252834094126,0.001,"BAY_LAG","maxN","indvalSpecies",5,"seed_03","prev_0",2.455,"blue"
1,3.51532694984359,0.192494875805829,10.9655827830251,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",143,"seed_03","prev_0",1.006,"blue"
1,4.77320900118229,0.293687165844681,19.1269491018261,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",39,"seed_03","prev_0",1.535,"blue"
1,3.18871437939177,0.259338624610225,10.5043397655405,0.001,"BAR_BAY","pres/abs","allSpecies",126,"seed_03","prev_0",0.88,"blue"
1,0.514285714285714,0.3,2.14285714285714,0.452,"BAR_BAY","pres/abs","bininterSpecies",2,"seed_03","prev_0",0.763,"red"
1,2.66216101131356,0.22126798936323,8.52416439831333,0.001,"BAR_LAG","pres/abs","allSpecies",132,"seed_03","prev_0",0.961,"blue"
1,0.771428571428571,0.241071428571429,2.54117647058824,0.179,"BAR_LAG","pres/abs","bininterSpecies",4,"seed_03","prev_0",0.745,"red"
1,1.16274307210873,0.116938740360095,3.97272802142109,0.001,"BAY_LAG","pres/abs","allSpecies",53,"seed_03","prev_0",1.257,"blue"
1,0.866197362022748,0.0991647165859702,3.30242559583648,0.001,"BAY_LAG","pres/abs","bininterSpecies",36,"seed_03","prev_0",0.829,"blue"
1,3.64344991083698,0.199015565954523,11.4293307644831,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",143,"seed_03","prev_0",1.005,"blue"
1,1.08333333333333,0.371428571428572,5.90909090909091,0.072,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",3,"seed_03","prev_0",1.373,"red"
1,2.97992518156686,0.23632242235809,9.28359412179452,0.001,"BAR_BAY","maxN","allSpecies",126,"seed_03","prev_0",0.816,"blue"
1,0.667144505388042,0.166875833548809,1.80271148337559,0.212,"BAR_BAY","maxN","bininterSpecies",6,"seed_03","prev_0",0.459,"red"
1,2.6603954924682,0.225176482732916,8.71849438155206,0.001,"BAR_LAG","maxN","allSpecies",132,"seed_03","prev_0",0.987,"blue"
1,1.075000422594,0.0799043253536791,2.43161789752248,0.002,"BAR_LAG","maxN","bininterSpecies",47,"seed_03","prev_0",0.277,"red"
1,1.22411470469544,0.127401506925966,4.38007312425497,0.001,"BAY_LAG","maxN","allSpecies",53,"seed_03","prev_0",1.268,"blue"
1,0.247619047619048,0.165957446808511,0.994897959183673,0.322,"BAY_LAG","maxN","bininterSpecies",3,"seed_03","prev_0",1.425,"red"
1,3.51532694984359,0.192494875805829,10.9655827830251,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",143,"seed_03","prev_0",1.006,"blue"
1,1.98790441969088,0.124733163841553,5.13031422280807,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",34,"seed_03","prev_0",0.542,"blue"
1,3.18871437939177,0.259338624610225,10.5043397655405,0.001,"BAR_BAY","pres/abs","allSpecies",126,"seed_03","prev_0",0.66,"blue"
1,2.61117132657341,0.293731823633684,8.73374803327973,0.001,"BAR_BAY","pres/abs","terinterSpecies",25,"seed_03","prev_0",0.747,"blue"
1,2.66216101131356,0.22126798936323,8.52416439831333,0.001,"BAR_LAG","pres/abs","allSpecies",132,"seed_03","prev_0",0.684,"blue"
1,1.00757925470486,0.0998536416725905,2.32953947513687,0.002,"BAR_LAG","pres/abs","terinterSpecies",20,"seed_03","prev_0",0.309,"red"
1,1.16274307210873,0.116938740360095,3.97272802142109,0.001,"BAY_LAG","pres/abs","allSpecies",53,"seed_03","prev_0",0.978,"blue"
1,1.21765645223091,0.134080270785703,4.64524365003309,0.001,"BAY_LAG","pres/abs","terinterSpecies",41,"seed_03","prev_0",1.121,"blue"
1,3.64344991083698,0.199015565954523,11.4293307644831,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",143,"seed_03","prev_0",0.736,"blue"
1,1.38858024691358,0.283598083711548,5.14623845138583,0.008,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",7,"seed_03","prev_0",1.049,"red"
1,2.97992518156686,0.23632242235809,9.28359412179452,0.001,"BAR_BAY","maxN","allSpecies",126,"seed_03","prev_0",0.649,"blue"
1,2.37687114891209,0.262964826114713,7.49253433767391,0.001,"BAR_BAY","maxN","terinterSpecies",26,"seed_03","prev_0",0.723,"blue"
1,2.6603954924682,0.225176482732916,8.71849438155206,0.001,"BAR_LAG","maxN","allSpecies",132,"seed_03","prev_0",0.78,"blue"
1,1.0517937432215,0.0948819047956722,2.4110487038797,0.001,"BAR_LAG","maxN","terinterSpecies",24,"seed_03","prev_0",0.329,"blue"
1,1.22411470469544,0.127401506925966,4.38007312425497,0.001,"BAY_LAG","maxN","allSpecies",53,"seed_03","prev_0",1.094,"blue"
1,1.25148083603911,0.140706504383723,4.9124020524376,0.001,"BAY_LAG","maxN","terinterSpecies",41,"seed_03","prev_0",1.208,"blue"
1,3.51532694984359,0.192494875805829,10.9655827830251,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",143,"seed_03","prev_0",0.836,"blue"
1,2.63296729751511,0.136442302334736,7.26800991336972,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",72,"seed_03","prev_0",0.592,"blue"
1,3.90517862088916,0.341903009164719,15.5859856795924,0.001,"BAR_BAY","pres/abs","allSpecies",39,"seed_03","prev_10",1.326,"blue"
1,4.96093481614001,0.454185631069744,24.9637417182643,0.001,"BAR_BAY","pres/abs","indvalSpecies",25,"seed_03","prev_10",1.761,"blue"
1,3.53859644039121,0.330220858927927,14.7908842786309,0.001,"BAR_LAG","pres/abs","allSpecies",38,"seed_03","prev_10",1.539,"blue"
1,5.0283431212727,0.49058106359298,28.8906258797383,0.001,"BAR_LAG","pres/abs","indvalSpecies",23,"seed_03","prev_10",2.287,"blue"
1,1.29513513344996,0.156087970245725,5.54872894599597,0.001,"BAY_LAG","pres/abs","allSpecies",16,"seed_03","prev_10",1.458,"blue"
1,3.64200191570881,0.426225373427122,20.056803751099,0.001,"BAY_LAG","pres/abs","indvalSpecies",4,"seed_03","prev_10",3.98,"blue"
1,4.78239464971948,0.285437741338703,18.3750764085681,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",35,"seed_03","prev_10",1.513,"blue"
1,5.72126549829147,0.366527724531245,26.6156483580296,0.001,"INSHORE_OFFSHORE","pres/abs","indvalSpecies",27,"seed_03","prev_10",1.943,"blue"
1,3.48275818410035,0.290767296936241,12.2992339050432,0.001,"BAR_BAY","maxN","allSpecies",39,"seed_03","prev_10",1.146,"blue"
1,3.90073259742358,0.327301795509933,14.596521589858,0.001,"BAR_BAY","maxN","indvalSpecies",26,"seed_03","prev_10",1.289,"blue"
1,3.32268488802006,0.309677085412646,13.4579229025488,0.001,"BAR_LAG","maxN","allSpecies",38,"seed_03","prev_10",1.539,"blue"
1,4.21994725943773,0.387084094254748,18.9463558031222,0.001,"BAR_LAG","maxN","indvalSpecies",23,"seed_03","prev_10",1.924,"blue"
1,1.32157276902542,0.155371199797062,5.518561518139,0.001,"BAY_LAG","maxN","allSpecies",16,"seed_03","prev_10",1.31,"blue"
1,2.18970957996627,0.246802710118048,9.50252834094126,0.001,"BAY_LAG","maxN","indvalSpecies",5,"seed_03","prev_10",2.081,"blue"
1,4.02234905668207,0.230287377345772,13.7625641650211,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",35,"seed_03","prev_10",1.215,"blue"
1,4.80475375815249,0.296703760452617,19.4062931284888,0.001,"INSHORE_OFFSHORE","maxN","indvalSpecies",26,"seed_03","prev_10",1.566,"blue"
1,3.90517862088916,0.341903009164719,15.5859856795924,0.001,"BAR_BAY","pres/abs","allSpecies",39,"seed_03","prev_10",1.326,"blue"
1,3.30754737609329,0.374362204386631,14.3608537851692,0.001,"BAR_BAY","pres/abs","bininterSpecies",9,"seed_03","prev_10",1.064,"blue"
1,3.53859644039121,0.330220858927927,14.7908842786309,0.001,"BAR_LAG","pres/abs","allSpecies",38,"seed_03","prev_10",1.539,"blue"
1,3.67085224045235,0.373386731203842,16.6846586153422,0.001,"BAR_LAG","pres/abs","bininterSpecies",15,"seed_03","prev_10",1.289,"blue"
1,1.29513513344996,0.156087970245725,5.54872894599597,0.001,"BAY_LAG","pres/abs","allSpecies",16,"seed_03","prev_10",1.458,"blue"
1,0.728521825396825,0.108038086607014,3.39147488202626,0.02,"BAY_LAG","pres/abs","bininterSpecies",6,"seed_03","prev_10",0.821,"red"
1,4.78239464971948,0.285437741338703,18.3750764085681,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",35,"seed_03","prev_10",1.513,"blue"
1,3.6159506593404,0.255611932549113,14.0787979990089,0.001,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",11,"seed_03","prev_10",0.96,"blue"
1,3.48275818410035,0.290767296936241,12.2992339050432,0.001,"BAR_BAY","maxN","allSpecies",39,"seed_03","prev_10",1.146,"blue"
1,2.42135794384547,0.363255539893484,9.69830845038874,0.001,"BAR_BAY","maxN","bininterSpecies",6,"seed_03","prev_10",1.116,"blue"
1,3.32268488802006,0.309677085412646,13.4579229025488,0.001,"BAR_LAG","maxN","allSpecies",38,"seed_03","prev_10",1.539,"blue"
1,3.93372835397835,0.358914159706548,16.7956053845577,0.001,"BAR_LAG","maxN","bininterSpecies",23,"seed_03","prev_10",1.483,"blue"
1,1.32157276902542,0.155371199797062,5.518561518139,0.001,"BAY_LAG","maxN","allSpecies",16,"seed_03","prev_10",1.31,"blue"
