"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data"
"Parupeneus barberinus",0.1,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Parupeneus cyclostomus",0.1,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Parupeneus heptacanthus",0.078,"INSHORE",0,15,"INSHORE_OFFSHORE","indval","maxN"
"Parupeneus multifasciatus",0.5,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Parupeneus pleurostigma",0.85,"OFFSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Parupeneus spilurus",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Pentapodus caninus",0.04,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Pentapodus nagasakiensis",0.585,"OFFSHORE",1,45,"INSHORE_OFFSHORE","indval","maxN"
"Plagiotremus rhinorhynchos",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Plagiotremus tapeinosoma",0.2,"OFFSHORE",1,6.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Plectropomus leopardus",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Pomacanthus imperator",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Pomacentrus coelestis",0.35,"OFFSHORE",1,11.6666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Pomacentrus moluccensis",0.2,"OFFSHORE",1,6.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Pomacentrus nagasakiensis",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Pristotis obtusirostris",0.106,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Pseudalutarius nasicornis",0.188,"INSHORE",0,16.6666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Pseudanthias hypselosoma",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Pseudobalistes flavimarginatus",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Pseudobalistes fuscus",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","maxN"
"Pseudocaranx dentex",0.1,"INSHORE",0,6.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Pseudojuloides cerasinus",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Ptereleotris microlepis",0.25,"OFFSHORE",1,8.33333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Pterocaesio marri",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Pterocaesio trilineata",0.1,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Rhinecanthus aculeatus",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Rhynchobatus Djiddensis",0.025,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Scarus chameleon",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Scarus ghobban",0.25,"OFFSHORE",1,8.33333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Scarus longipinnis",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Scarus psittacus",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","maxN"
"Scarus schlegeli",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Scolopsis lineata",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Scomberoides tol",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Scomberomorus commerson",0.12,"INSHORE",0,18.3333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Siganus doliatus",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Siganus punctatus",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Sphyrna mokarran",0.025,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Stegastes nigricans",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Stethojulis bandanensis",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Stethojulis interrupta",0.4,"OFFSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Stethojulis strigiventer",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Sufflamen chrysopterum",0.35,"OFFSHORE",1,11.6666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Sufflamen fraenatum",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Synodus dermatogenys",0.025,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Synodus variegatus",0.35,"INSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Taeniura meyeni",0.033,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Thalassoma lunare",0.742,"OFFSHORE",1,26.6666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Upeneus moluccensis",0.15,"INSHORE",0,10,"INSHORE_OFFSHORE","indval","maxN"
"Upeneus sundaicus",0.219,"OFFSHORE",0,20,"INSHORE_OFFSHORE","indval","maxN"
"Upeneus tragula",0.125,"INSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","indval","maxN"
"Upeneus vittatus",0.075,"INSHORE",0,5,"INSHORE_OFFSHORE","indval","maxN"
"Valenciennea decora",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Valenciennea longipinnis",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Valenciennea puellaris",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Vanderhorstia ambanoro",0.025,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Zebrasoma velifer",0.05,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","indval","maxN"
"Abalistes stellatus",0,"BAY",0,15.625,"BAR_BAY","bininter","bin"
"Acanthurus blochii",0,"BAR",0,9.375,"BAR_BAY","bininter","bin"
"Acanthurus mata",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Acanthurus nigricauda",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Acanthurus olivaceus",0,"BAR",0,6.25,"BAR_BAY","bininter","bin"
"Acanthurus xanthopterus",0,"BAR",0,6.25,"BAR_BAY","bininter","bin"
"Acreichthys tomentosus",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Aetobatus narinari",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Amblyeleotris steinitzi",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Amblygobius phalaena",0,"BAR",0,12.5,"BAR_BAY","bininter","bin"
"Amblygobius sphynx",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Aprion virescens",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Arothron stellatus",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Atule mate",0,"BAY",0,28.125,"BAR_BAY","bininter","bin"
"Balistoides viridescens",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Bodianus loxozonus",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Bodianus perditio",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Caesio caerulaurea",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Canthigaster bennetti",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Canthigaster valentini",0,"BAR",0,9.375,"BAR_BAY","bininter","bin"
"Carangoides dinema",0,"BAY",0,3.125,"BAR_BAY","bininter","bin"
"Carangoides fulvoguttatus",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Carangoides plagiotaenia",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Caranx ignobilis",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Caranx papuensis",0,"BAY",0,3.125,"BAR_BAY","bininter","bin"
"Carcharhinus leucas",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Centropyge tibicen",0,"BAR",0,12.5,"BAR_BAY","bininter","bin"
"Chaetodon auriga",0,"BAR",0,18.75,"BAR_BAY","bininter","bin"
"Chaetodon ephippium",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Chaetodon kleinii",0,"BAR",0,15.625,"BAR_BAY","bininter","bin"
"Chaetodon melannotus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Chaetodon mertensii",0,"BAR",0,9.375,"BAR_BAY","bininter","bin"
"Chaetodon plebeius",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Cheilinus chlorourus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Cheilio inermis",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Cheilodipterus quinquelineatus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Chlorurus sordidus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Choerodon graphicus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Chromis fumea",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Chromis viridis",0,"BAR",0,15.625,"BAR_BAY","bininter","bin"
"Chrysiptera biocellata",0,"BAR",0,6.25,"BAR_BAY","bininter","bin"
"Coris batuensis",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Coris caudimacula",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Coris dorsomacula",0,"BAR",0,12.5,"BAR_BAY","bininter","bin"
"Ctenochaetus striatus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Dascyllus aruanus",0,"BAR",0,18.75,"BAR_BAY","bininter","bin"
"Dasyatis kuhlii",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Decapterus macarellus",0,"BAY",0,6.25,"BAR_BAY","bininter","bin"
"Diagramma pictum",0,"BAR",0,12.5,"BAR_BAY","bininter","bin"
"Echeneis naucrates",0,"BAY",0,21.875,"BAR_BAY","bininter","bin"
"Elops hawaiensis",0,"BAY",0,3.125,"BAR_BAY","bininter","bin"
"Epinephelus areolatus",0,"BAY",0,3.125,"BAR_BAY","bininter","bin"
"Epinephelus howlandi",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Epinephelus maculatus",0,"BAR",0,9.375,"BAR_BAY","bininter","bin"
"Epinephelus malabaricus",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Epinephelus merra",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Galeocerdo cuvier",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Gnathanodon speciosus",0,"BAY",0,3.125,"BAR_BAY","bininter","bin"
"Gymnocranius grandoculis",0,"BAR",0,9.375,"BAR_BAY","bininter","bin"
"Halichoeres chrysus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Halichoeres trimaculatus",17.833,"BAR",1,46.875,"BAR_BAY","bininter","bin"
"Hemigymnus melapterus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Heniochus acuminatus",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Himantura fai",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Labroides dimidiatus",0,"BAR",0,9.375,"BAR_BAY","bininter","bin"
"Lagocephalus sceleratus",0,"BAY",0,21.875,"BAR_BAY","bininter","bin"
"Leiognathus fasciatus",0,"BAY",0,9.375,"BAR_BAY","bininter","bin"
"Lethrinus atkinsoni",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Lethrinus genivittatus",2,"BAY",0,50,"BAR_BAY","bininter","bin"
"Lethrinus obsoletus",0,"BAY",0,34.375,"BAR_BAY","bininter","bin"
"Lethrinus olivaceus",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Lethrinus rubrioperculatus",18.583,"BAR",1,43.75,"BAR_BAY","bininter","bin"
"Lethrinus variegatus",3.333,"BAR",0,37.5,"BAR_BAY","bininter","bin"
"Lutjanus gibbus",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Lutjanus lutjanus",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Lutjanus vitta",0,"BAY",0,9.375,"BAR_BAY","bininter","bin"
"Macropharyngodon negrosensis",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Mulloidichthys flavolineatus",0,"BAR",0,21.875,"BAR_BAY","bininter","bin"
"Naso annulatus",0,"BAR",0,6.25,"BAR_BAY","bininter","bin"
"Naso brevirostris",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Nebrius ferrugineus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Nemipterus peronii",4.333,"BAY",0,43.75,"BAR_BAY","bininter","bin"
"Oplopomus oplopomus",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Oxycheilinus bimaculatus",3,"BAR",0,37.5,"BAR_BAY","bininter","bin"
"Oxycheilinus nigromarginatus",0,"BAR",0,15.625,"BAR_BAY","bininter","bin"
"Oxycheilinus unifasciatus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Parapercis australis",3,"BAR",0,34.375,"BAR_BAY","bininter","bin"
"Parapercis clathrata",0,"BAY",0,3.125,"BAR_BAY","bininter","bin"
"Parapercis hexophtalma",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Parapercis xanthozona",0,"BAY",0,3.125,"BAR_BAY","bininter","bin"
"Parupeneus barberinoides",0,"BAR",0,34.375,"BAR_BAY","bininter","bin"
"Parupeneus barberinus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Parupeneus cyclostomus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Parupeneus heptacanthus",0,"BAR",0,9.375,"BAR_BAY","bininter","bin"
"Parupeneus multifasciatus",0,"BAR",0,28.125,"BAR_BAY","bininter","bin"
"Parupeneus pleurostigma",3,"BAR",0,43.75,"BAR_BAY","bininter","bin"
"Parupeneus spilurus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Pentapodus caninus",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Pentapodus nagasakiensis",0,"BAR",0,37.5,"BAR_BAY","bininter","bin"
"Plagiotremus rhinorhynchos",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Plagiotremus tapeinosoma",0,"BAR",0,12.5,"BAR_BAY","bininter","bin"
"Plectropomus leopardus",0,"BAR",0,6.25,"BAR_BAY","bininter","bin"
"Pomacanthus imperator",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Pomacentrus coelestis",0,"BAR",0,18.75,"BAR_BAY","bininter","bin"
"Pomacentrus moluccensis",0,"BAR",0,9.375,"BAR_BAY","bininter","bin"
"Pomacentrus nagasakiensis",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Pristotis obtusirostris",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Pseudalutarius nasicornis",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Pseudanthias hypselosoma",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Pseudobalistes flavimarginatus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Pseudobalistes fuscus",0,"BAR",0,15.625,"BAR_BAY","bininter","bin"
"Pseudocaranx dentex",0,"BAY",0,3.125,"BAR_BAY","bininter","bin"
"Pseudojuloides cerasinus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Ptereleotris microlepis",0,"BAR",0,12.5,"BAR_BAY","bininter","bin"
"Pterocaesio marri",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Pterocaesio trilineata",0,"BAR",0,6.25,"BAR_BAY","bininter","bin"
"Rhinecanthus aculeatus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Rhynchobatus Djiddensis",0,"BAY",0,3.125,"BAR_BAY","bininter","bin"
"Scarus chameleon",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Scarus ghobban",0,"BAR",0,12.5,"BAR_BAY","bininter","bin"
"Scarus longipinnis",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Scarus psittacus",0,"BAR",0,15.625,"BAR_BAY","bininter","bin"
"Scarus schlegeli",0,"BAR",0,6.25,"BAR_BAY","bininter","bin"
"Scolopsis lineata",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Scomberoides tol",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Scomberomorus commerson",0,"BAR",0,15.625,"BAR_BAY","bininter","bin"
"Siganus doliatus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Siganus punctatus",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Sphyrna mokarran",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Stegastes nigricans",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Stethojulis bandanensis",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Stethojulis interrupta",0,"BAR",0,18.75,"BAR_BAY","bininter","bin"
"Stethojulis strigiventer",0,"BAR",0,6.25,"BAR_BAY","bininter","bin"
"Sufflamen chrysopterum",0,"BAR",0,21.875,"BAR_BAY","bininter","bin"
"Sufflamen fraenatum",0,"BAR",0,9.375,"BAR_BAY","bininter","bin"
"Synodus dermatogenys",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Synodus variegatus",0,"BAY",0,12.5,"BAR_BAY","bininter","bin"
"Taeniura meyeni",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Thalassoma lunare",0,"BAR",0,37.5,"BAR_BAY","bininter","bin"
"Upeneus moluccensis",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Upeneus sundaicus",0,"BAR",0,9.375,"BAR_BAY","bininter","bin"
"Upeneus tragula",0,"BAY",0,3.125,"BAR_BAY","bininter","bin"
"Upeneus vittatus",0,"BAY",0,3.125,"BAR_BAY","bininter","bin"
"Valenciennea decora",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Valenciennea longipinnis",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Valenciennea puellaris",0,"BAR",0,0,"BAR_BAY","bininter","bin"
"Vanderhorstia ambanoro",0,"BAY",0,3.125,"BAR_BAY","bininter","bin"
"Zebrasoma velifer",0,"BAR",0,3.125,"BAR_BAY","bininter","bin"
"Abalistes stellatus",0,"LAG",0,15.625,"BAR_LAG","bininter","bin"
"Acanthurus blochii",0,"BAR",0,9.375,"BAR_LAG","bininter","bin"
"Acanthurus mata",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Acanthurus nigricauda",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Acanthurus olivaceus",0,"BAR",0,6.25,"BAR_LAG","bininter","bin"
"Acanthurus xanthopterus",0,"BAR",0,6.25,"BAR_LAG","bininter","bin"
"Acreichthys tomentosus",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Aetobatus narinari",0,"LAG",0,3.125,"BAR_LAG","bininter","bin"
"Amblyeleotris steinitzi",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Amblygobius phalaena",0,"BAR",0,12.5,"BAR_LAG","bininter","bin"
"Amblygobius sphynx",0,"LAG",0,3.125,"BAR_LAG","bininter","bin"
"Aprion virescens",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Arothron stellatus",0,"LAG",0,12.5,"BAR_LAG","bininter","bin"
"Atule mate",0,"LAG",0,12.5,"BAR_LAG","bininter","bin"
"Balistoides viridescens",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Bodianus loxozonus",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Bodianus perditio",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Caesio caerulaurea",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Canthigaster bennetti",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Canthigaster valentini",0,"BAR",0,9.375,"BAR_LAG","bininter","bin"
"Carangoides dinema",0,"LAG",0,3.125,"BAR_LAG","bininter","bin"
"Carangoides fulvoguttatus",0,"LAG",0,3.125,"BAR_LAG","bininter","bin"
"Carangoides plagiotaenia",0,"LAG",0,3.125,"BAR_LAG","bininter","bin"
"Caranx ignobilis",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Caranx papuensis",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Carcharhinus leucas",0,"LAG",0,3.125,"BAR_LAG","bininter","bin"
"Centropyge tibicen",0,"BAR",0,12.5,"BAR_LAG","bininter","bin"
"Chaetodon auriga",0,"BAR",0,18.75,"BAR_LAG","bininter","bin"
"Chaetodon ephippium",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Chaetodon kleinii",0,"BAR",0,15.625,"BAR_LAG","bininter","bin"
"Chaetodon melannotus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Chaetodon mertensii",0,"BAR",0,9.375,"BAR_LAG","bininter","bin"
"Chaetodon plebeius",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Cheilinus chlorourus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Cheilio inermis",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Cheilodipterus quinquelineatus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Chlorurus sordidus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Choerodon graphicus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Chromis fumea",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Chromis viridis",0,"BAR",0,15.625,"BAR_LAG","bininter","bin"
"Chrysiptera biocellata",0,"BAR",0,6.25,"BAR_LAG","bininter","bin"
"Coris batuensis",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Coris caudimacula",0,"LAG",0,3.125,"BAR_LAG","bininter","bin"
"Coris dorsomacula",0,"BAR",0,12.5,"BAR_LAG","bininter","bin"
"Ctenochaetus striatus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Dascyllus aruanus",0,"BAR",0,18.75,"BAR_LAG","bininter","bin"
"Dasyatis kuhlii",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Decapterus macarellus",0,"LAG",0,12.5,"BAR_LAG","bininter","bin"
"Diagramma pictum",0,"BAR",0,9.375,"BAR_LAG","bininter","bin"
"Echeneis naucrates",0,"BAR",0,18.75,"BAR_LAG","bininter","bin"
"Elops hawaiensis",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Epinephelus areolatus",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Epinephelus howlandi",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Epinephelus maculatus",0,"BAR",0,9.375,"BAR_LAG","bininter","bin"
"Epinephelus malabaricus",0,"LAG",0,3.125,"BAR_LAG","bininter","bin"
"Epinephelus merra",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Galeocerdo cuvier",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Gnathanodon speciosus",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Gymnocranius grandoculis",0,"BAR",0,9.375,"BAR_LAG","bininter","bin"
"Halichoeres chrysus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Halichoeres trimaculatus",18.583,"BAR",1,43.75,"BAR_LAG","bininter","bin"
"Hemigymnus melapterus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Heniochus acuminatus",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Himantura fai",0,"LAG",0,3.125,"BAR_LAG","bininter","bin"
"Labroides dimidiatus",0,"BAR",0,9.375,"BAR_LAG","bininter","bin"
"Lagocephalus sceleratus",0,"LAG",0,21.875,"BAR_LAG","bininter","bin"
"Leiognathus fasciatus",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Lethrinus atkinsoni",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Lethrinus genivittatus",2.667,"LAG",0,59.375,"BAR_LAG","bininter","bin"
"Lethrinus obsoletus",0,"LAG",0,9.375,"BAR_LAG","bininter","bin"
"Lethrinus olivaceus",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Lethrinus rubrioperculatus",20.083,"BAR",1,46.875,"BAR_LAG","bininter","bin"
"Lethrinus variegatus",0,"BAR",0,37.5,"BAR_LAG","bininter","bin"
"Lutjanus gibbus",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Lutjanus lutjanus",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Lutjanus vitta",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Macropharyngodon negrosensis",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Mulloidichthys flavolineatus",0,"BAR",0,21.875,"BAR_LAG","bininter","bin"
"Naso annulatus",0,"BAR",0,6.25,"BAR_LAG","bininter","bin"
"Naso brevirostris",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Nebrius ferrugineus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Nemipterus peronii",2.667,"LAG",0,43.75,"BAR_LAG","bininter","bin"
"Oplopomus oplopomus",0,"LAG",0,3.125,"BAR_LAG","bininter","bin"
"Oxycheilinus bimaculatus",16.917,"BAR",1,37.5,"BAR_LAG","bininter","bin"
"Oxycheilinus nigromarginatus",0,"BAR",0,15.625,"BAR_LAG","bininter","bin"
"Oxycheilinus unifasciatus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Parapercis australis",15.25,"BAR",1,34.375,"BAR_LAG","bininter","bin"
"Parapercis clathrata",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Parapercis hexophtalma",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Parapercis xanthozona",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Parupeneus barberinoides",0,"BAR",0,34.375,"BAR_LAG","bininter","bin"
"Parupeneus barberinus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Parupeneus cyclostomus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Parupeneus heptacanthus",0,"BAR",0,12.5,"BAR_LAG","bininter","bin"
"Parupeneus multifasciatus",0,"BAR",0,28.125,"BAR_LAG","bininter","bin"
"Parupeneus pleurostigma",18.583,"BAR",1,43.75,"BAR_LAG","bininter","bin"
"Parupeneus spilurus",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Pentapodus caninus",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Pentapodus nagasakiensis",0,"BAR",0,65.625,"BAR_LAG","bininter","bin"
"Plagiotremus rhinorhynchos",0,"BAR",0,3.125,"BAR_LAG","bininter","bin"
"Plagiotremus tapeinosoma",0,"BAR",0,12.5,"BAR_LAG","bininter","bin"
"Plectropomus leopardus",0,"BAR",0,6.25,"BAR_LAG","bininter","bin"
"Pomacanthus imperator",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Pomacentrus coelestis",0,"BAR",0,18.75,"BAR_LAG","bininter","bin"
"Pomacentrus moluccensis",0,"BAR",0,9.375,"BAR_LAG","bininter","bin"
"Pomacentrus nagasakiensis",0,"BAR",0,0,"BAR_LAG","bininter","bin"
"Pristotis obtusirostris",0,"LAG",0,9.375,"BAR_LAG","bininter","bin"
