"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data"
"Echeneis naucrates",-1.75,"BAY",0,20,"BAR_BAY","bininter","pres/abs"
"Gymnocranius grandoculis",0,"BAR",0,10,"BAR_BAY","bininter","pres/abs"
"Halichoeres trimaculatus",0.091,"BAR",0,45,"BAR_BAY","bininter","pres/abs"
"Lagocephalus sceleratus",0,"BAY",0,25,"BAR_BAY","bininter","pres/abs"
"Leiognathus fasciatus",0,"BAY",0,10,"BAR_BAY","bininter","pres/abs"
"Lethrinus genivittatus",6.875,"BAY",1,50,"BAR_BAY","bininter","pres/abs"
"Lethrinus obsoletus",12.938,"BAY",1,32.5,"BAR_BAY","bininter","pres/abs"
"Lethrinus rubrioperculatus",3.25,"BAR",0,40,"BAR_BAY","bininter","pres/abs"
"Lethrinus variegatus",0,"BAR",0,37.5,"BAR_BAY","bininter","pres/abs"
"Lutjanus vitta",0,"BAY",0,12.5,"BAR_BAY","bininter","pres/abs"
"Mulloidichthys flavolineatus",0,"BAR",0,20,"BAR_BAY","bininter","pres/abs"
"Nemipterus peronii",19.188,"BAY",1,42.5,"BAR_BAY","bininter","pres/abs"
"Oxycheilinus bimaculatus",-0.25,"BAR",0,37.5,"BAR_BAY","bininter","pres/abs"
"Oxycheilinus nigromarginatus",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs"
"Parapercis australis",-0.25,"BAR",0,35,"BAR_BAY","bininter","pres/abs"
"Parupeneus barberinoides",3.45,"BAR",0,35,"BAR_BAY","bininter","pres/abs"
"Parupeneus heptacanthus",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs"
"Parupeneus multifasciatus",3.45,"BAR",0,25,"BAR_BAY","bininter","pres/abs"
"Parupeneus pleurostigma",-0.25,"BAR",0,42.5,"BAR_BAY","bininter","pres/abs"
"Pentapodus nagasakiensis",-0.25,"BAR",0,37.5,"BAR_BAY","bininter","pres/abs"
"Plagiotremus tapeinosoma",0,"BAR",0,10,"BAR_BAY","bininter","pres/abs"
"Pomacentrus coelestis",0,"BAR",0,17.5,"BAR_BAY","bininter","pres/abs"
"Pomacentrus moluccensis",3.5,"BAR",0,10,"BAR_BAY","bininter","pres/abs"
"Pseudobalistes fuscus",0,"BAR",0,15,"BAR_BAY","bininter","pres/abs"
"Ptereleotris microlepis",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs"
"Scarus ghobban",3.75,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs"
"Scarus psittacus",3.5,"BAR",0,15,"BAR_BAY","bininter","pres/abs"
"Scomberomorus commerson",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs"
"Stethojulis interrupta",0,"BAR",0,20,"BAR_BAY","bininter","pres/abs"
"Sufflamen chrysopterum",0,"BAR",0,17.5,"BAR_BAY","bininter","pres/abs"
"Synodus variegatus",0,"BAY",0,15,"BAR_BAY","bininter","pres/abs"
"Thalassoma lunare",0,"BAR",0,40,"BAR_BAY","bininter","pres/abs"
"Upeneus sundaicus",0,"BAR",0,17.5,"BAR_BAY","bininter","pres/abs"
"Abalistes stellatus",1,"LAG",0,17.5,"BAR_LAG","bininter","pres/abs"
"Amblygobius phalaena",2.25,"BAR",1,15,"BAR_LAG","bininter","pres/abs"
"Arothron stellatus",-0.167,"LAG",0,10,"BAR_LAG","bininter","pres/abs"
"Atule mate",5,"LAG",1,12.5,"BAR_LAG","bininter","pres/abs"
"Centropyge tibicen",2,"BAR",1,10,"BAR_LAG","bininter","pres/abs"
"Chaetodon auriga",4.083,"BAR",1,15,"BAR_LAG","bininter","pres/abs"
"Chaetodon kleinii",0.583,"BAR",1,12.5,"BAR_LAG","bininter","pres/abs"
"Chromis viridis",0.75,"BAR",1,12.5,"BAR_LAG","bininter","pres/abs"
"Coris dorsomacula",-2.25,"BAR",0,15,"BAR_LAG","bininter","pres/abs"
"Dascyllus aruanus",4.5,"BAR",1,17.5,"BAR_LAG","bininter","pres/abs"
"Decapterus macarellus",3.333,"LAG",1,12.5,"BAR_LAG","bininter","pres/abs"
"Echeneis naucrates",-3,"BAR",0,15,"BAR_LAG","bininter","pres/abs"
"Gymnocranius grandoculis",-0.75,"BAR",1,10,"BAR_LAG","bininter","pres/abs"
"Halichoeres trimaculatus",13.208,"BAR",1,42.5,"BAR_LAG","bininter","pres/abs"
"Lagocephalus sceleratus",-1.5,"LAG",0,22.5,"BAR_LAG","bininter","pres/abs"
"Lethrinus genivittatus",5.561,"LAG",1,60,"BAR_LAG","bininter","pres/abs"
"Lethrinus obsoletus",0.25,"LAG",0,10,"BAR_LAG","bininter","pres/abs"
"Lethrinus rubrioperculatus",9.784,"BAR",1,42.5,"BAR_LAG","bininter","pres/abs"
"Lethrinus variegatus",4.25,"BAR",0,37.5,"BAR_LAG","bininter","pres/abs"
"Mulloidichthys flavolineatus",3,"BAR",0,20,"BAR_LAG","bininter","pres/abs"
"Nemipterus peronii",21.003,"LAG",1,45,"BAR_LAG","bininter","pres/abs"
"Oxycheilinus bimaculatus",0.25,"BAR",0,40,"BAR_LAG","bininter","pres/abs"
"Oxycheilinus nigromarginatus",2.75,"BAR",0,12.5,"BAR_LAG","bininter","pres/abs"
"Parapercis australis",9.25,"BAR",0,35,"BAR_LAG","bininter","pres/abs"
"Parupeneus barberinoides",4.062,"BAR",0,35,"BAR_LAG","bininter","pres/abs"
"Parupeneus heptacanthus",0,"LAG",0,17.5,"BAR_LAG","bininter","pres/abs"
"Parupeneus multifasciatus",4.062,"BAR",0,25,"BAR_LAG","bininter","pres/abs"
"Parupeneus pleurostigma",11.5,"BAR",0,42.5,"BAR_LAG","bininter","pres/abs"
"Pentapodus nagasakiensis",0,"BAR",0,67.5,"BAR_LAG","bininter","pres/abs"
"Plagiotremus tapeinosoma",0,"BAR",0,10,"BAR_LAG","bininter","pres/abs"
"Pomacentrus coelestis",2.75,"BAR",0,17.5,"BAR_LAG","bininter","pres/abs"
"Pomacentrus moluccensis",4.062,"BAR",0,10,"BAR_LAG","bininter","pres/abs"
"Pristotis obtusirostris",0,"BAR",0,12.5,"BAR_LAG","bininter","pres/abs"
"Pseudalutarius nasicornis",2.25,"LAG",0,25,"BAR_LAG","bininter","pres/abs"
"Pseudobalistes fuscus",0,"BAR",0,15,"BAR_LAG","bininter","pres/abs"
"Ptereleotris microlepis",1.25,"BAR",0,12.5,"BAR_LAG","bininter","pres/abs"
"Scarus ghobban",3.688,"BAR",0,12.5,"BAR_LAG","bininter","pres/abs"
"Scarus psittacus",4.062,"BAR",0,15,"BAR_LAG","bininter","pres/abs"
"Scomberomorus commerson",0,"LAG",0,22.5,"BAR_LAG","bininter","pres/abs"
"Stethojulis interrupta",4.75,"BAR",0,20,"BAR_LAG","bininter","pres/abs"
"Sufflamen chrysopterum",0,"BAR",0,17.5,"BAR_LAG","bininter","pres/abs"
"Synodus variegatus",0,"LAG",0,20,"BAR_LAG","bininter","pres/abs"
"Thalassoma lunare",0,"BAR",0,37.5,"BAR_LAG","bininter","pres/abs"
"Upeneus moluccensis",0,"LAG",0,15,"BAR_LAG","bininter","pres/abs"
"Upeneus sundaicus",0,"BAR",0,25,"BAR_LAG","bininter","pres/abs"
"Abalistes stellatus",5.792,"LAG",1,17.5,"BAY_LAG","bininter","pres/abs"
"Arothron stellatus",6.75,"LAG",1,10,"BAY_LAG","bininter","pres/abs"
"Atule mate",0,"BAY",0,42.5,"BAY_LAG","bininter","pres/abs"
"Decapterus macarellus",0,"LAG",0,20,"BAY_LAG","bininter","pres/abs"
"Echeneis naucrates",0,"BAY",0,20,"BAY_LAG","bininter","pres/abs"
"Lagocephalus sceleratus",0,"BAY",0,32.5,"BAY_LAG","bininter","pres/abs"
"Leiognathus fasciatus",0,"BAY",0,10,"BAY_LAG","bininter","pres/abs"
"Lethrinus genivittatus",6.084,"LAG",1,75,"BAY_LAG","bininter","pres/abs"
"Lethrinus obsoletus",0,"BAY",0,42.5,"BAY_LAG","bininter","pres/abs"
"Nemipterus peronii",0.6,"LAG",1,87.5,"BAY_LAG","bininter","pres/abs"
"Parupeneus heptacanthus",2.5,"LAG",1,15,"BAY_LAG","bininter","pres/abs"
"Pentapodus nagasakiensis",19.451,"LAG",1,30,"BAY_LAG","bininter","pres/abs"
"Pseudalutarius nasicornis",12.994,"LAG",1,22.5,"BAY_LAG","bininter","pres/abs"
"Pseudocaranx dentex",2.75,"LAG",1,10,"BAY_LAG","bininter","pres/abs"
"Scomberomorus commerson",-1,"LAG",0,20,"BAY_LAG","bininter","pres/abs"
"Synodus variegatus",0,"LAG",0,35,"BAY_LAG","bininter","pres/abs"
"Upeneus moluccensis",6.25,"LAG",1,15,"BAY_LAG","bininter","pres/abs"
"Upeneus sundaicus",-0.25,"LAG",0,17.5,"BAY_LAG","bininter","pres/abs"
"Upeneus tragula",0,"LAG",0,12.5,"BAY_LAG","bininter","pres/abs"
"Abalistes stellatus",-0.228,"INSHORE",0,16.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Amblygobius phalaena",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","bininter","pres/abs"
"Atule mate",-0.5,"INSHORE",0,28.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Chaetodon auriga",0.233,"OFFSHORE",0,10,"INSHORE_OFFSHORE","bininter","pres/abs"
"Coris dorsomacula",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","bininter","pres/abs"
"Dascyllus aruanus",1.111,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Decapterus macarellus",-1,"INSHORE",0,13.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Echeneis naucrates",0.719,"INSHORE",0,18.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Halichoeres trimaculatus",4.982,"OFFSHORE",1,30,"INSHORE_OFFSHORE","bininter","pres/abs"
"Lagocephalus sceleratus",1.386,"INSHORE",0,26.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Lethrinus genivittatus",0,"INSHORE",0,61.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Lethrinus obsoletus",-0.167,"INSHORE",0,28.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Lethrinus rubrioperculatus",7.495,"OFFSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Lethrinus variegatus",6.849,"OFFSHORE",0,25,"INSHORE_OFFSHORE","bininter","pres/abs"
"Mulloidichthys flavolineatus",0.289,"OFFSHORE",0,13.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Nemipterus peronii",0,"INSHORE",0,58.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Oxycheilinus bimaculatus",4.238,"OFFSHORE",0,26.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Parapercis australis",4.362,"OFFSHORE",0,23.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Parupeneus barberinoides",5.007,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Parupeneus heptacanthus",-0.292,"INSHORE",0,15,"INSHORE_OFFSHORE","bininter","pres/abs"
"Parupeneus multifasciatus",4.2,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Parupeneus pleurostigma",6.776,"OFFSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Pentapodus nagasakiensis",0.457,"OFFSHORE",1,45,"INSHORE_OFFSHORE","bininter","pres/abs"
"Pomacentrus coelestis",0.5,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Pseudalutarius nasicornis",0,"INSHORE",0,16.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Pseudobalistes fuscus",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","bininter","pres/abs"
"Scarus psittacus",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","bininter","pres/abs"
"Scomberomorus commerson",0.333,"INSHORE",0,18.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Stethojulis interrupta",0,"OFFSHORE",0,13.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Sufflamen chrysopterum",0,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Synodus variegatus",-1.333,"INSHORE",0,23.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Thalassoma lunare",0.267,"OFFSHORE",0,26.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Upeneus moluccensis",0,"INSHORE",0,10,"INSHORE_OFFSHORE","bininter","pres/abs"
"Upeneus sundaicus",0.111,"OFFSHORE",0,20,"INSHORE_OFFSHORE","bininter","pres/abs"
"Abalistes stellatus",1.583,"BAR",1,15,"BAR_BAY","bininter","maxN"
"Amblygobius phalaena",0,"BAR",0,15,"BAR_BAY","bininter","maxN"
"Atule mate",12.75,"BAY",1,30,"BAR_BAY","bininter","maxN"
"Centropyge tibicen",0,"BAR",0,10,"BAR_BAY","bininter","maxN"
"Chaetodon auriga",0,"BAR",0,15,"BAR_BAY","bininter","maxN"
"Chaetodon kleinii",0,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Chromis viridis",0,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Coris dorsomacula",-0.75,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Dascyllus aruanus",0,"BAR",0,17.5,"BAR_BAY","bininter","maxN"
"Diagramma pictum",-0.25,"BAR",0,10,"BAR_BAY","bininter","maxN"
"Echeneis naucrates",0.75,"BAY",1,20,"BAR_BAY","bininter","maxN"
"Gymnocranius grandoculis",0,"BAR",0,10,"BAR_BAY","bininter","maxN"
"Halichoeres trimaculatus",13.378,"BAR",1,45,"BAR_BAY","bininter","maxN"
"Lagocephalus sceleratus",0,"BAY",0,25,"BAR_BAY","bininter","maxN"
"Leiognathus fasciatus",7.5,"BAY",1,10,"BAR_BAY","bininter","maxN"
"Lethrinus genivittatus",0,"BAR",0,50,"BAR_BAY","bininter","maxN"
"Lethrinus obsoletus",16.615,"BAY",1,32.5,"BAR_BAY","bininter","maxN"
"Lethrinus rubrioperculatus",14,"BAR",1,40,"BAR_BAY","bininter","maxN"
"Lethrinus variegatus",11.75,"BAR",1,37.5,"BAR_BAY","bininter","maxN"
"Lutjanus vitta",-1.25,"BAY",0,12.5,"BAR_BAY","bininter","maxN"
"Mulloidichthys flavolineatus",0,"BAR",0,20,"BAR_BAY","bininter","maxN"
"Nemipterus peronii",23.454,"BAY",1,42.5,"BAR_BAY","bininter","maxN"
"Oxycheilinus bimaculatus",-0.25,"BAR",0,37.5,"BAR_BAY","bininter","maxN"
"Oxycheilinus nigromarginatus",0,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Parapercis australis",-0.25,"BAR",0,35,"BAR_BAY","bininter","maxN"
"Parupeneus barberinoides",15.702,"BAR",1,35,"BAR_BAY","bininter","maxN"
"Parupeneus heptacanthus",0,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Parupeneus multifasciatus",3.583,"BAR",0,25,"BAR_BAY","bininter","maxN"
"Parupeneus pleurostigma",0.639,"BAR",0,42.5,"BAR_BAY","bininter","maxN"
"Pentapodus nagasakiensis",-0.25,"BAR",0,37.5,"BAR_BAY","bininter","maxN"
"Plagiotremus tapeinosoma",0,"BAR",0,10,"BAR_BAY","bininter","maxN"
"Pomacentrus coelestis",0,"BAR",0,17.5,"BAR_BAY","bininter","maxN"
"Pomacentrus moluccensis",2.7,"BAR",0,10,"BAR_BAY","bininter","maxN"
"Pseudobalistes fuscus",0,"BAR",0,15,"BAR_BAY","bininter","maxN"
"Ptereleotris microlepis",0,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Scarus ghobban",6.5,"BAR",1,12.5,"BAR_BAY","bininter","maxN"
"Scarus psittacus",7.286,"BAR",1,15,"BAR_BAY","bininter","maxN"
"Scomberomorus commerson",0,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Stethojulis interrupta",0,"BAR",0,20,"BAR_BAY","bininter","maxN"
"Sufflamen chrysopterum",0,"BAR",0,17.5,"BAR_BAY","bininter","maxN"
"Synodus variegatus",0,"BAY",0,15,"BAR_BAY","bininter","maxN"
"Thalassoma lunare",0,"BAR",0,40,"BAR_BAY","bininter","maxN"
"Upeneus sundaicus",0,"BAR",0,17.5,"BAR_BAY","bininter","maxN"
"Abalistes stellatus",0,"LAG",1,17.5,"BAR_LAG","bininter","maxN"
"Amblygobius phalaena",-0.25,"BAR",0,15,"BAR_LAG","bininter","maxN"
"Arothron stellatus",0.438,"LAG",1,10,"BAR_LAG","bininter","maxN"
"Atule mate",3.875,"LAG",1,12.5,"BAR_LAG","bininter","maxN"
"Centropyge tibicen",0,"BAR",0,10,"BAR_LAG","bininter","maxN"
"Chaetodon auriga",1.25,"BAR",0,15,"BAR_LAG","bininter","maxN"
"Chaetodon kleinii",1.25,"BAR",0,12.5,"BAR_LAG","bininter","maxN"
"Chromis viridis",0,"BAR",0,12.5,"BAR_LAG","bininter","maxN"
"Coris dorsomacula",-2.132,"BAR",1,15,"BAR_LAG","bininter","maxN"
"Dascyllus aruanus",0,"BAR",0,17.5,"BAR_LAG","bininter","maxN"
"Decapterus macarellus",3.5,"LAG",1,12.5,"BAR_LAG","bininter","maxN"
"Echeneis naucrates",2.25,"LAG",1,15,"BAR_LAG","bininter","maxN"
"Gymnocranius grandoculis",0,"BAR",0,10,"BAR_LAG","bininter","maxN"
"Halichoeres trimaculatus",11.725,"BAR",1,42.5,"BAR_LAG","bininter","maxN"
"Lagocephalus sceleratus",-1,"LAG",0,22.5,"BAR_LAG","bininter","maxN"
"Lethrinus genivittatus",0,"LAG",0,60,"BAR_LAG","bininter","maxN"
"Lethrinus obsoletus",0,"LAG",0,10,"BAR_LAG","bininter","maxN"
"Lethrinus rubrioperculatus",11.374,"BAR",1,42.5,"BAR_LAG","bininter","maxN"
"Lethrinus variegatus",3.75,"BAR",0,37.5,"BAR_LAG","bininter","maxN"
"Mulloidichthys flavolineatus",2.25,"BAR",0,20,"BAR_LAG","bininter","maxN"
"Nemipterus peronii",42.353,"LAG",1,45,"BAR_LAG","bininter","maxN"
"Oxycheilinus bimaculatus",1.75,"BAR",0,40,"BAR_LAG","bininter","maxN"
"Oxycheilinus nigromarginatus",0,"BAR",1,12.5,"BAR_LAG","bininter","maxN"
"Parapercis australis",9.792,"BAR",1,35,"BAR_LAG","bininter","maxN"
"Parupeneus barberinoides",15.292,"BAR",1,35,"BAR_LAG","bininter","maxN"
"Parupeneus heptacanthus",0,"LAG",0,17.5,"BAR_LAG","bininter","maxN"
"Parupeneus multifasciatus",4.062,"BAR",0,25,"BAR_LAG","bininter","maxN"
"Parupeneus pleurostigma",12.657,"BAR",1,42.5,"BAR_LAG","bininter","maxN"
"Pentapodus nagasakiensis",0,"BAR",0,67.5,"BAR_LAG","bininter","maxN"
"Plagiotremus tapeinosoma",-0.25,"BAR",0,10,"BAR_LAG","bininter","maxN"
"Pomacentrus coelestis",0,"BAR",0,17.5,"BAR_LAG","bininter","maxN"
"Pomacentrus moluccensis",3.167,"BAR",0,10,"BAR_LAG","bininter","maxN"
"Pristotis obtusirostris",0,"BAR",0,12.5,"BAR_LAG","bininter","maxN"
"Pseudalutarius nasicornis",2.75,"LAG",0,25,"BAR_LAG","bininter","maxN"
"Pseudobalistes fuscus",0,"BAR",0,15,"BAR_LAG","bininter","maxN"
"Ptereleotris microlepis",0,"BAR",0,12.5,"BAR_LAG","bininter","maxN"
"Scarus ghobban",9.458,"BAR",1,12.5,"BAR_LAG","bininter","maxN"
"Scarus psittacus",10.042,"BAR",1,15,"BAR_LAG","bininter","maxN"
"Scomberomorus commerson",1,"LAG",1,22.5,"BAR_LAG","bininter","maxN"
"Stethojulis interrupta",-0.25,"BAR",0,20,"BAR_LAG","bininter","maxN"
"Sufflamen chrysopterum",-1.5,"BAR",0,17.5,"BAR_LAG","bininter","maxN"
"Synodus variegatus",0,"LAG",0,20,"BAR_LAG","bininter","maxN"
"Thalassoma lunare",0,"BAR",0,37.5,"BAR_LAG","bininter","maxN"
"Upeneus moluccensis",0,"LAG",0,15,"BAR_LAG","bininter","maxN"
"Upeneus sundaicus",0,"BAR",0,25,"BAR_LAG","bininter","maxN"
"Abalistes stellatus",0,"LAG",0,17.5,"BAY_LAG","bininter","maxN"
"Arothron stellatus",-0.667,"LAG",1,10,"BAY_LAG","bininter","maxN"
"Atule mate",0,"BAY",0,42.5,"BAY_LAG","bininter","maxN"
"Decapterus macarellus",0,"LAG",0,20,"BAY_LAG","bininter","maxN"
"Echeneis naucrates",-2,"BAY",0,20,"BAY_LAG","bininter","maxN"
"Lagocephalus sceleratus",0,"BAY",0,32.5,"BAY_LAG","bininter","maxN"
"Leiognathus fasciatus",0,"BAY",0,10,"BAY_LAG","bininter","maxN"
"Lethrinus genivittatus",4.969,"LAG",0,75,"BAY_LAG","bininter","maxN"
"Lethrinus obsoletus",0,"BAY",0,42.5,"BAY_LAG","bininter","maxN"
"Nemipterus peronii",3,"LAG",0,87.5,"BAY_LAG","bininter","maxN"
"Parupeneus heptacanthus",0,"LAG",0,15,"BAY_LAG","bininter","maxN"
"Pentapodus nagasakiensis",16.46,"LAG",1,30,"BAY_LAG","bininter","maxN"
"Pseudalutarius nasicornis",13.089,"LAG",1,22.5,"BAY_LAG","bininter","maxN"
"Pseudocaranx dentex",0,"BAY",0,10,"BAY_LAG","bininter","maxN"
"Scomberomorus commerson",-0.75,"LAG",1,20,"BAY_LAG","bininter","maxN"
"Synodus variegatus",0,"LAG",0,35,"BAY_LAG","bininter","maxN"
"Upeneus moluccensis",2.75,"LAG",1,15,"BAY_LAG","bininter","maxN"
"Upeneus sundaicus",10.611,"LAG",1,17.5,"BAY_LAG","bininter","maxN"
"Upeneus tragula",0,"BAY",0,12.5,"BAY_LAG","bininter","maxN"
"Abalistes stellatus",-0.492,"INSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","bininter","maxN"
"Amblygobius phalaena",6.45,"OFFSHORE",1,10,"INSHORE_OFFSHORE","bininter","maxN"
"Atule mate",0,"INSHORE",0,28.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Chaetodon auriga",6.133,"OFFSHORE",1,10,"INSHORE_OFFSHORE","bininter","maxN"
"Coris dorsomacula",0.075,"OFFSHORE",1,10,"INSHORE_OFFSHORE","bininter","maxN"
"Dascyllus aruanus",7.889,"OFFSHORE",1,11.6666666666667,"INSHORE_OFFSHORE","bininter","maxN"
"Decapterus macarellus",0,"INSHORE",0,13.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Echeneis naucrates",-0.361,"INSHORE",0,18.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Halichoeres trimaculatus",20.733,"OFFSHORE",1,30,"INSHORE_OFFSHORE","bininter","maxN"
"Lagocephalus sceleratus",0,"INSHORE",0,26.6666666666667,"INSHORE_OFFSHORE","bininter","maxN"
"Lethrinus genivittatus",0,"INSHORE",0,61.6666666666667,"INSHORE_OFFSHORE","bininter","maxN"
"Lethrinus obsoletus",0,"INSHORE",0,28.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Lethrinus rubrioperculatus",13.045,"OFFSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Lethrinus variegatus",17.804,"OFFSHORE",1,25,"INSHORE_OFFSHORE","bininter","maxN"
"Mulloidichthys flavolineatus",8.818,"OFFSHORE",1,13.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Nemipterus peronii",0,"INSHORE",0,58.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Oxycheilinus bimaculatus",12.755,"OFFSHORE",1,26.6666666666667,"INSHORE_OFFSHORE","bininter","maxN"
"Parapercis australis",15.425,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Parupeneus barberinoides",14.362,"OFFSHORE",1,23.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Parupeneus heptacanthus",0,"INSHORE",0,15,"INSHORE_OFFSHORE","bininter","maxN"
"Parupeneus multifasciatus",8.606,"OFFSHORE",1,16.6666666666667,"INSHORE_OFFSHORE","bininter","maxN"
"Parupeneus pleurostigma",23.33,"OFFSHORE",1,28.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Pentapodus nagasakiensis",0,"OFFSHORE",0,45,"INSHORE_OFFSHORE","bininter","maxN"
"Pomacentrus coelestis",1.1,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","bininter","maxN"
"Pseudalutarius nasicornis",0,"INSHORE",0,16.6666666666667,"INSHORE_OFFSHORE","bininter","maxN"
"Pseudobalistes fuscus",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","bininter","maxN"
"Scarus psittacus",11.083,"OFFSHORE",1,10,"INSHORE_OFFSHORE","bininter","maxN"
"Scomberomorus commerson",-0.5,"INSHORE",0,18.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Stethojulis interrupta",0,"OFFSHORE",0,13.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Sufflamen chrysopterum",0,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","bininter","maxN"
"Synodus variegatus",0,"INSHORE",0,23.3333333333333,"INSHORE_OFFSHORE","bininter","maxN"
"Thalassoma lunare",6.889,"OFFSHORE",0,26.6666666666667,"INSHORE_OFFSHORE","bininter","maxN"
"Upeneus moluccensis",0,"INSHORE",0,10,"INSHORE_OFFSHORE","bininter","maxN"
"Upeneus sundaicus",0,"OFFSHORE",0,20,"INSHORE_OFFSHORE","bininter","maxN"
"Abalistes stellatus",-1.5,"BAR",0,15,"BAR_BAY","terinter","pres/abs"
"Amblygobius phalaena",1.826,"BAR",1,15,"BAR_BAY","terinter","pres/abs"
"Atule mate",11.868,"BAY",1,30,"BAR_BAY","terinter","pres/abs"
"Centropyge tibicen",0.599,"BAR",1,10,"BAR_BAY","terinter","pres/abs"
"Chaetodon auriga",1.593,"BAR",1,15,"BAR_BAY","terinter","pres/abs"
"Chaetodon kleinii",0.86,"BAR",1,12.5,"BAR_BAY","terinter","pres/abs"
"Chromis viridis",0.765,"BAR",1,12.5,"BAR_BAY","terinter","pres/abs"
"Coris dorsomacula",0.86,"BAR",1,12.5,"BAR_BAY","terinter","pres/abs"
"Dascyllus aruanus",1.456,"BAR",1,17.5,"BAR_BAY","terinter","pres/abs"
"Diagramma pictum",0.269,"BAR",1,10,"BAR_BAY","terinter","pres/abs"
"Echeneis naucrates",-1.594,"BAY",0,20,"BAR_BAY","terinter","pres/abs"
"Gymnocranius grandoculis",0.875,"BAR",1,10,"BAR_BAY","terinter","pres/abs"
"Halichoeres trimaculatus",14.029,"BAR",1,45,"BAR_BAY","terinter","pres/abs"
"Lagocephalus sceleratus",1.625,"BAY",0,25,"BAR_BAY","terinter","pres/abs"
"Leiognathus fasciatus",3.579,"BAY",1,10,"BAR_BAY","terinter","pres/abs"
"Lethrinus genivittatus",7.265,"BAY",1,50,"BAR_BAY","terinter","pres/abs"
"Lethrinus obsoletus",12.468,"BAY",1,32.5,"BAR_BAY","terinter","pres/abs"
"Lethrinus rubrioperculatus",13.733,"BAR",1,40,"BAR_BAY","terinter","pres/abs"
"Lethrinus variegatus",2.25,"BAR",0,37.5,"BAR_BAY","terinter","pres/abs"
"Lutjanus vitta",-0.207,"BAY",1,12.5,"BAR_BAY","terinter","pres/abs"
"Mulloidichthys flavolineatus",1.417,"BAR",0,20,"BAR_BAY","terinter","pres/abs"
