"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data"
"Synodus dermatogenys",0.05,"LAG",0,2.5,"BAR_LAG","indval","maxN"
"Synodus variegatus",0.4,"LAG",1,20,"BAR_LAG","indval","maxN"
"Taeniura meyeni",0.025,"BAR",0,5,"BAR_LAG","indval","maxN"
"Thalassoma lunare",0.75,"BAR",1,37.5,"BAR_LAG","indval","maxN"
"Upeneus moluccensis",0.3,"LAG",1,15,"BAR_LAG","indval","maxN"
"Upeneus sundaicus",0.203,"BAR",0,25,"BAR_LAG","indval","maxN"
"Upeneus tragula",0.15,"LAG",0,7.5,"BAR_LAG","indval","maxN"
"Upeneus vittatus",0.1,"LAG",0,5,"BAR_LAG","indval","maxN"
"Valenciennea decora",0.05,"BAR",0,2.5,"BAR_LAG","indval","maxN"
"Valenciennea longipinnis",0.05,"BAR",0,2.5,"BAR_LAG","indval","maxN"
"Valenciennea puellaris",0.05,"BAR",0,2.5,"BAR_LAG","indval","maxN"
"Zebrasoma velifer",0.05,"BAR",0,2.5,"BAR_LAG","indval","maxN"
"Abalistes stellatus",0.114,"LAG",0,17.5,"BAY_LAG","indval","maxN"
"Acreichthys tomentosus",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Aetobatus narinari",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Amblygobius sphynx",0.1,"LAG",0,5,"BAY_LAG","indval","maxN"
"Aprion virescens",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Arothron stellatus",0.2,"LAG",0,10,"BAY_LAG","indval","maxN"
"Atule mate",0.467,"BAY",1,42.5,"BAY_LAG","indval","maxN"
"Canthigaster bennetti",0.05,"BAY",0,2.5,"BAY_LAG","indval","maxN"
"Carangoides dinema",0.08,"LAG",0,7.5,"BAY_LAG","indval","maxN"
"Carangoides fulvoguttatus",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Carangoides plagiotaenia",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Caranx ignobilis",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Caranx papuensis",0.05,"BAY",0,2.5,"BAY_LAG","indval","maxN"
"Carcharhinus leucas",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Coris caudimacula",0.1,"LAG",0,5,"BAY_LAG","indval","maxN"
"Coris dorsomacula",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Decapterus macarellus",0.221,"LAG",0,20,"BAY_LAG","indval","maxN"
"Diagramma pictum",0.075,"BAY",0,7.5,"BAY_LAG","indval","maxN"
"Echeneis naucrates",0.139,"BAY",0,20,"BAY_LAG","indval","maxN"
"Elops hawaiensis",0.05,"BAY",0,2.5,"BAY_LAG","indval","maxN"
"Epinephelus areolatus",0.1,"BAY",0,5,"BAY_LAG","indval","maxN"
"Epinephelus malabaricus",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Galeocerdo cuvier",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Gnathanodon speciosus",0.1,"BAY",0,5,"BAY_LAG","indval","maxN"
"Halichoeres trimaculatus",0.05,"BAY",0,2.5,"BAY_LAG","indval","maxN"
"Himantura fai",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Lagocephalus sceleratus",0.208,"BAY",0,32.5,"BAY_LAG","indval","maxN"
"Leiognathus fasciatus",0.2,"BAY",0,10,"BAY_LAG","indval","maxN"
"Lethrinus genivittatus",0.694,"LAG",1,75,"BAY_LAG","indval","maxN"
"Lethrinus obsoletus",0.424,"BAY",1,42.5,"BAY_LAG","indval","maxN"
"Lethrinus olivaceus",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Lethrinus rubrioperculatus",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Lutjanus lutjanus",0.05,"BAY",0,2.5,"BAY_LAG","indval","maxN"
"Lutjanus vitta",0.15,"BAY",0,7.5,"BAY_LAG","indval","maxN"
"Nemipterus peronii",0.582,"LAG",1,87.5,"BAY_LAG","indval","maxN"
"Oplopomus oplopomus",0.1,"LAG",0,5,"BAY_LAG","indval","maxN"
"Oxycheilinus bimaculatus",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Parapercis clathrata",0.1,"BAY",0,5,"BAY_LAG","indval","maxN"
"Parapercis xanthozona",0.05,"BAY",0,2.5,"BAY_LAG","indval","maxN"
"Parupeneus heptacanthus",0.133,"LAG",0,15,"BAY_LAG","indval","maxN"
"Pentapodus caninus",0.05,"BAY",0,2.5,"BAY_LAG","indval","maxN"
"Pentapodus nagasakiensis",0.6,"LAG",1,30,"BAY_LAG","indval","maxN"
"Pristotis obtusirostris",0.1,"LAG",0,5,"BAY_LAG","indval","maxN"
"Pseudalutarius nasicornis",0.45,"LAG",1,22.5,"BAY_LAG","indval","maxN"
"Pseudocaranx dentex",0.071,"LAG",0,10,"BAY_LAG","indval","maxN"
"Rhynchobatus Djiddensis",0.05,"BAY",0,2.5,"BAY_LAG","indval","maxN"
"Scomberomorus commerson",0.233,"LAG",0,20,"BAY_LAG","indval","maxN"
"Sphyrna mokarran",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Synodus dermatogenys",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Synodus variegatus",0.212,"LAG",0,35,"BAY_LAG","indval","maxN"
"Taeniura meyeni",0.05,"LAG",0,2.5,"BAY_LAG","indval","maxN"
"Thalassoma lunare",0.05,"BAY",0,2.5,"BAY_LAG","indval","maxN"
"Upeneus moluccensis",0.3,"LAG",1,15,"BAY_LAG","indval","maxN"
"Upeneus sundaicus",0.208,"LAG",0,17.5,"BAY_LAG","indval","maxN"
"Upeneus tragula",0.067,"BAY",0,12.5,"BAY_LAG","indval","maxN"
"Upeneus vittatus",0.093,"LAG",0,7.5,"BAY_LAG","indval","maxN"
"Vanderhorstia ambanoro",0.05,"BAY",0,2.5,"BAY_LAG","indval","maxN"
"Abalistes stellatus",0.094,"INSHORE",0,16.667,"INSHORE_OFFSHORE","indval","maxN"
"Acanthurus blochii",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Acanthurus mata",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Acanthurus nigricauda",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Acanthurus olivaceus",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Acanthurus xanthopterus",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Acreichthys tomentosus",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Aetobatus narinari",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Amblyeleotris steinitzi",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Amblygobius phalaena",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","maxN"
"Amblygobius sphynx",0.05,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Aprion virescens",0.04,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Arothron stellatus",0.1,"INSHORE",0,6.667,"INSHORE_OFFSHORE","indval","maxN"
"Atule mate",0.425,"INSHORE",1,28.333,"INSHORE_OFFSHORE","indval","maxN"
"Balistoides viridescens",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Bodianus loxozonus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Bodianus perditio",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Caesio caerulaurea",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Canthigaster bennetti",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Canthigaster valentini",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Carangoides dinema",0.075,"INSHORE",0,5,"INSHORE_OFFSHORE","indval","maxN"
"Carangoides fulvoguttatus",0.021,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Carangoides plagiotaenia",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Caranx ignobilis",0.033,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Caranx papuensis",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Carcharhinus leucas",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Centropyge tibicen",0.2,"OFFSHORE",1,6.667,"INSHORE_OFFSHORE","indval","maxN"
"Chaetodon auriga",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","maxN"
"Chaetodon ephippium",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Chaetodon kleinii",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN"
"Chaetodon melannotus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Chaetodon mertensii",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Chaetodon plebeius",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Cheilinus chlorourus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Cheilio inermis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Cheilodipterus quinquelineatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Chlorurus sordidus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Choerodon graphicus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Chromis fumea",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Chromis viridis",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN"
"Chrysiptera biocellata",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Coris batuensis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Coris caudimacula",0.05,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Coris dorsomacula",0.227,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","maxN"
"Ctenochaetus striatus",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Dascyllus aruanus",0.35,"OFFSHORE",1,11.667,"INSHORE_OFFSHORE","indval","maxN"
"Dasyatis kuhlii",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Decapterus macarellus",0.2,"INSHORE",0,13.333,"INSHORE_OFFSHORE","indval","maxN"
"Diagramma pictum",0.06,"OFFSHORE",0,8.333,"INSHORE_OFFSHORE","indval","maxN"
"Echeneis naucrates",0.12,"INSHORE",0,18.333,"INSHORE_OFFSHORE","indval","maxN"
"Elops hawaiensis",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Epinephelus areolatus",0.05,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Epinephelus howlandi",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Epinephelus maculatus",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Epinephelus malabaricus",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Epinephelus merra",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Galeocerdo cuvier",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Gnathanodon speciosus",0.05,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Gymnocranius grandoculis",0.2,"OFFSHORE",1,6.667,"INSHORE_OFFSHORE","indval","maxN"
"Halichoeres chrysus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Halichoeres trimaculatus",0.842,"OFFSHORE",1,30,"INSHORE_OFFSHORE","indval","maxN"
"Hemigymnus melapterus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Heniochus acuminatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Himantura fai",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Labroides dimidiatus",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Lagocephalus sceleratus",0.263,"INSHORE",0,26.667,"INSHORE_OFFSHORE","indval","maxN"
"Leiognathus fasciatus",0.1,"INSHORE",0,6.667,"INSHORE_OFFSHORE","indval","maxN"
"Lethrinus atkinsoni",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Lethrinus genivittatus",0.522,"INSHORE",1,61.667,"INSHORE_OFFSHORE","indval","maxN"
"Lethrinus obsoletus",0.425,"INSHORE",1,28.333,"INSHORE_OFFSHORE","indval","maxN"
"Lethrinus olivaceus",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Lethrinus rubrioperculatus",0.793,"OFFSHORE",1,28.333,"INSHORE_OFFSHORE","indval","maxN"
"Lethrinus variegatus",0.75,"OFFSHORE",1,25,"INSHORE_OFFSHORE","indval","maxN"
"Lutjanus gibbus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Lutjanus lutjanus",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Lutjanus vitta",0.048,"OFFSHORE",0,8.333,"INSHORE_OFFSHORE","indval","maxN"
"Macropharyngodon negrosensis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Mulloidichthys flavolineatus",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","maxN"
"Naso annulatus",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Naso brevirostris",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Nebrius ferrugineus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Nemipterus peronii",0.875,"INSHORE",1,58.333,"INSHORE_OFFSHORE","indval","maxN"
"Oplopomus oplopomus",0.05,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Oxycheilinus bimaculatus",0.74,"OFFSHORE",1,26.667,"INSHORE_OFFSHORE","indval","maxN"
"Oxycheilinus nigromarginatus",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN"
"Oxycheilinus unifasciatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Parapercis australis",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","maxN"
"Parapercis clathrata",0.05,"INSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Parapercis hexophtalma",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Parapercis xanthozona",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Parupeneus barberinoides",0.7,"OFFSHORE",1,23.333,"INSHORE_OFFSHORE","indval","maxN"
"Parupeneus barberinus",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Parupeneus cyclostomus",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Parupeneus heptacanthus",0.078,"INSHORE",0,15,"INSHORE_OFFSHORE","indval","maxN"
"Parupeneus multifasciatus",0.5,"OFFSHORE",1,16.667,"INSHORE_OFFSHORE","indval","maxN"
"Parupeneus pleurostigma",0.85,"OFFSHORE",1,28.333,"INSHORE_OFFSHORE","indval","maxN"
"Parupeneus spilurus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Pentapodus caninus",0.04,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Pentapodus nagasakiensis",0.585,"OFFSHORE",1,45,"INSHORE_OFFSHORE","indval","maxN"
"Plagiotremus rhinorhynchos",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Plagiotremus tapeinosoma",0.2,"OFFSHORE",1,6.667,"INSHORE_OFFSHORE","indval","maxN"
"Plectropomus leopardus",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Pomacanthus imperator",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Pomacentrus coelestis",0.35,"OFFSHORE",1,11.667,"INSHORE_OFFSHORE","indval","maxN"
"Pomacentrus moluccensis",0.2,"OFFSHORE",1,6.667,"INSHORE_OFFSHORE","indval","maxN"
"Pomacentrus nagasakiensis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Pristotis obtusirostris",0.106,"OFFSHORE",0,8.333,"INSHORE_OFFSHORE","indval","maxN"
"Pseudalutarius nasicornis",0.188,"INSHORE",0,16.667,"INSHORE_OFFSHORE","indval","maxN"
"Pseudanthias hypselosoma",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Pseudobalistes flavimarginatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Pseudobalistes fuscus",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","maxN"
"Pseudocaranx dentex",0.1,"INSHORE",0,6.667,"INSHORE_OFFSHORE","indval","maxN"
"Pseudojuloides cerasinus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Ptereleotris microlepis",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN"
"Pterocaesio marri",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Pterocaesio trilineata",0.1,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Rhinecanthus aculeatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Rhynchobatus Djiddensis",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Scarus chameleon",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Scarus ghobban",0.25,"OFFSHORE",1,8.333,"INSHORE_OFFSHORE","indval","maxN"
"Scarus longipinnis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Scarus psittacus",0.3,"OFFSHORE",1,10,"INSHORE_OFFSHORE","indval","maxN"
"Scarus schlegeli",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Scolopsis lineata",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Scomberoides tol",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Scomberomorus commerson",0.12,"INSHORE",0,18.333,"INSHORE_OFFSHORE","indval","maxN"
"Siganus doliatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Siganus punctatus",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Sphyrna mokarran",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Stegastes nigricans",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Stethojulis bandanensis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Stethojulis interrupta",0.4,"OFFSHORE",1,13.333,"INSHORE_OFFSHORE","indval","maxN"
"Stethojulis strigiventer",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Sufflamen chrysopterum",0.35,"OFFSHORE",1,11.667,"INSHORE_OFFSHORE","indval","maxN"
"Sufflamen fraenatum",0.15,"OFFSHORE",1,5,"INSHORE_OFFSHORE","indval","maxN"
"Synodus dermatogenys",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Synodus variegatus",0.35,"INSHORE",1,23.333,"INSHORE_OFFSHORE","indval","maxN"
"Taeniura meyeni",0.033,"OFFSHORE",0,3.333,"INSHORE_OFFSHORE","indval","maxN"
"Thalassoma lunare",0.742,"OFFSHORE",1,26.667,"INSHORE_OFFSHORE","indval","maxN"
"Upeneus moluccensis",0.15,"INSHORE",0,10,"INSHORE_OFFSHORE","indval","maxN"
"Upeneus sundaicus",0.219,"OFFSHORE",0,20,"INSHORE_OFFSHORE","indval","maxN"
"Upeneus tragula",0.125,"INSHORE",0,8.333,"INSHORE_OFFSHORE","indval","maxN"
"Upeneus vittatus",0.075,"INSHORE",0,5,"INSHORE_OFFSHORE","indval","maxN"
"Valenciennea decora",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Valenciennea longipinnis",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Valenciennea puellaris",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Vanderhorstia ambanoro",0.025,"INSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Zebrasoma velifer",0.05,"OFFSHORE",0,1.667,"INSHORE_OFFSHORE","indval","maxN"
"Abalistes stellatus",0,"BAR",0,15,"BAR_BAY","bininter","pres/abs"
"Acanthurus blochii",0,"BAR",0,7.5,"BAR_BAY","bininter","pres/abs"
"Acanthurus mata",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Acanthurus nigricauda",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Acanthurus olivaceus",0,"BAR",0,5,"BAR_BAY","bininter","pres/abs"
"Acanthurus xanthopterus",0,"BAR",0,7.5,"BAR_BAY","bininter","pres/abs"
"Amblyeleotris steinitzi",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Amblygobius phalaena",0,"BAR",0,15,"BAR_BAY","bininter","pres/abs"
"Aprion virescens",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Atule mate",0,"BAY",0,30,"BAR_BAY","bininter","pres/abs"
"Balistoides viridescens",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Bodianus loxozonus",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Bodianus perditio",0,"BAR",0,5,"BAR_BAY","bininter","pres/abs"
"Caesio caerulaurea",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Canthigaster bennetti",0,"BAY",0,2.5,"BAR_BAY","bininter","pres/abs"
"Canthigaster valentini",0,"BAR",0,7.5,"BAR_BAY","bininter","pres/abs"
"Carangoides dinema",0,"BAY",0,2.5,"BAR_BAY","bininter","pres/abs"
"Carangoides fulvoguttatus",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Caranx ignobilis",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Caranx papuensis",0,"BAY",0,2.5,"BAR_BAY","bininter","pres/abs"
"Centropyge tibicen",0,"BAR",0,10,"BAR_BAY","bininter","pres/abs"
"Chaetodon auriga",0,"BAR",0,15,"BAR_BAY","bininter","pres/abs"
"Chaetodon ephippium",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Chaetodon kleinii",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs"
"Chaetodon melannotus",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Chaetodon mertensii",0,"BAR",0,7.5,"BAR_BAY","bininter","pres/abs"
"Chaetodon plebeius",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Cheilinus chlorourus",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Cheilio inermis",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Cheilodipterus quinquelineatus",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Chlorurus sordidus",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Choerodon graphicus",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Chromis fumea",0,"BAR",0,5,"BAR_BAY","bininter","pres/abs"
"Chromis viridis",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs"
"Chrysiptera biocellata",0,"BAR",0,5,"BAR_BAY","bininter","pres/abs"
"Coris batuensis",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Coris dorsomacula",0,"BAR",0,12.5,"BAR_BAY","bininter","pres/abs"
"Ctenochaetus striatus",0,"BAR",0,5,"BAR_BAY","bininter","pres/abs"
"Dascyllus aruanus",0,"BAR",0,17.5,"BAR_BAY","bininter","pres/abs"
"Dasyatis kuhlii",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Decapterus macarellus",0,"BAY",0,7.5,"BAR_BAY","bininter","pres/abs"
"Diagramma pictum",0,"BAR",0,10,"BAR_BAY","bininter","pres/abs"
"Echeneis naucrates",0,"BAY",0,20,"BAR_BAY","bininter","pres/abs"
"Elops hawaiensis",0,"BAY",0,2.5,"BAR_BAY","bininter","pres/abs"
"Epinephelus areolatus",0,"BAY",0,5,"BAR_BAY","bininter","pres/abs"
"Epinephelus howlandi",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Epinephelus maculatus",0,"BAR",0,7.5,"BAR_BAY","bininter","pres/abs"
"Epinephelus merra",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Gnathanodon speciosus",0,"BAY",0,5,"BAR_BAY","bininter","pres/abs"
"Gymnocranius grandoculis",0,"BAR",0,10,"BAR_BAY","bininter","pres/abs"
"Halichoeres chrysus",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Halichoeres trimaculatus",16.875,"BAR",1,45,"BAR_BAY","bininter","pres/abs"
"Hemigymnus melapterus",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Heniochus acuminatus",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Labroides dimidiatus",0,"BAR",0,7.5,"BAR_BAY","bininter","pres/abs"
"Lagocephalus sceleratus",-2.25,"BAY",0,25,"BAR_BAY","bininter","pres/abs"
"Leiognathus fasciatus",0,"BAY",0,10,"BAR_BAY","bininter","pres/abs"
"Lethrinus atkinsoni",0,"BAR",0,5,"BAR_BAY","bininter","pres/abs"
"Lethrinus genivittatus",0.25,"BAY",0,50,"BAR_BAY","bininter","pres/abs"
"Lethrinus obsoletus",0,"BAY",0,32.5,"BAR_BAY","bininter","pres/abs"
"Lethrinus rubrioperculatus",16.75,"BAR",1,40,"BAR_BAY","bininter","pres/abs"
"Lethrinus variegatus",2.25,"BAR",0,37.5,"BAR_BAY","bininter","pres/abs"
"Lutjanus gibbus",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Lutjanus lutjanus",0,"BAY",0,2.5,"BAR_BAY","bininter","pres/abs"
"Lutjanus vitta",0,"BAY",0,12.5,"BAR_BAY","bininter","pres/abs"
"Macropharyngodon negrosensis",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
"Mulloidichthys flavolineatus",0,"BAR",0,20,"BAR_BAY","bininter","pres/abs"
"Naso annulatus",0,"BAR",0,5,"BAR_BAY","bininter","pres/abs"
"Naso brevirostris",0,"BAR",0,2.5,"BAR_BAY","bininter","pres/abs"
