"feature","featureImportance","class","IsIndSp","prevalence","comparison","source","data"
"Pseudobalistes fuscus",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","bininter","pres/abs"
"Pseudocaranx dentex",0,"INSHORE",0,6.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Pseudojuloides cerasinus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Ptereleotris microlepis",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Pterocaesio marri",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Pterocaesio trilineata",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Rhinecanthus aculeatus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Rhynchobatus Djiddensis",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Scarus chameleon",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Scarus ghobban",0,"OFFSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Scarus longipinnis",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Scarus psittacus",0,"OFFSHORE",0,10,"INSHORE_OFFSHORE","bininter","pres/abs"
"Scarus schlegeli",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","bininter","pres/abs"
"Scolopsis lineata",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Scomberoides tol",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Scomberomorus commerson",0,"INSHORE",0,18.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Siganus doliatus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Siganus punctatus",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Sphyrna mokarran",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Stegastes nigricans",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Stethojulis bandanensis",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Stethojulis interrupta",0,"OFFSHORE",0,13.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Stethojulis strigiventer",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","bininter","pres/abs"
"Sufflamen chrysopterum",0,"OFFSHORE",0,11.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Sufflamen fraenatum",0,"OFFSHORE",0,5,"INSHORE_OFFSHORE","bininter","pres/abs"
"Synodus dermatogenys",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Synodus variegatus",0,"INSHORE",0,23.3333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Taeniura meyeni",0,"OFFSHORE",0,3.33333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Thalassoma lunare",0,"OFFSHORE",0,26.6666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Upeneus moluccensis",0,"INSHORE",0,10,"INSHORE_OFFSHORE","bininter","pres/abs"
"Upeneus sundaicus",0,"OFFSHORE",0,20,"INSHORE_OFFSHORE","bininter","pres/abs"
"Upeneus tragula",0,"INSHORE",0,8.33333333333333,"INSHORE_OFFSHORE","bininter","pres/abs"
"Upeneus vittatus",0,"INSHORE",0,5,"INSHORE_OFFSHORE","bininter","pres/abs"
"Valenciennea decora",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Valenciennea longipinnis",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Valenciennea puellaris",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Vanderhorstia ambanoro",0,"INSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Zebrasoma velifer",0,"OFFSHORE",0,1.66666666666667,"INSHORE_OFFSHORE","bininter","pres/abs"
"Abalistes stellatus",0,"BAR",0,15,"BAR_BAY","bininter","maxN"
"Acanthurus blochii",0,"BAR",0,7.5,"BAR_BAY","bininter","maxN"
"Acanthurus mata",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Acanthurus nigricauda",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Acanthurus olivaceus",0,"BAR",0,5,"BAR_BAY","bininter","maxN"
"Acanthurus xanthopterus",0,"BAR",0,7.5,"BAR_BAY","bininter","maxN"
"Amblyeleotris steinitzi",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Amblygobius phalaena",0,"BAR",0,15,"BAR_BAY","bininter","maxN"
"Aprion virescens",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Atule mate",0,"BAY",0,30,"BAR_BAY","bininter","maxN"
"Balistoides viridescens",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Bodianus loxozonus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Bodianus perditio",0,"BAR",0,5,"BAR_BAY","bininter","maxN"
"Caesio caerulaurea",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Canthigaster bennetti",0,"BAY",0,2.5,"BAR_BAY","bininter","maxN"
"Canthigaster valentini",0,"BAR",0,7.5,"BAR_BAY","bininter","maxN"
"Carangoides dinema",0,"BAY",0,2.5,"BAR_BAY","bininter","maxN"
"Carangoides fulvoguttatus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Caranx ignobilis",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Caranx papuensis",0,"BAY",0,2.5,"BAR_BAY","bininter","maxN"
"Centropyge tibicen",0,"BAR",0,10,"BAR_BAY","bininter","maxN"
"Chaetodon auriga",0,"BAR",0,15,"BAR_BAY","bininter","maxN"
"Chaetodon ephippium",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Chaetodon kleinii",0,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Chaetodon melannotus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Chaetodon mertensii",0,"BAR",0,7.5,"BAR_BAY","bininter","maxN"
"Chaetodon plebeius",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Cheilinus chlorourus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Cheilio inermis",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Cheilodipterus quinquelineatus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Chlorurus sordidus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Choerodon graphicus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Chromis fumea",0,"BAR",0,5,"BAR_BAY","bininter","maxN"
"Chromis viridis",0,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Chrysiptera biocellata",0,"BAR",0,5,"BAR_BAY","bininter","maxN"
"Coris batuensis",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Coris dorsomacula",0,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Ctenochaetus striatus",0,"BAR",0,5,"BAR_BAY","bininter","maxN"
"Dascyllus aruanus",0,"BAR",0,17.5,"BAR_BAY","bininter","maxN"
"Dasyatis kuhlii",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Decapterus macarellus",0,"BAY",0,7.5,"BAR_BAY","bininter","maxN"
"Diagramma pictum",0,"BAR",0,10,"BAR_BAY","bininter","maxN"
"Echeneis naucrates",0,"BAY",0,20,"BAR_BAY","bininter","maxN"
"Elops hawaiensis",0,"BAY",0,2.5,"BAR_BAY","bininter","maxN"
"Epinephelus areolatus",0,"BAY",0,5,"BAR_BAY","bininter","maxN"
"Epinephelus howlandi",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Epinephelus maculatus",0,"BAR",0,7.5,"BAR_BAY","bininter","maxN"
"Epinephelus merra",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Gnathanodon speciosus",0,"BAY",0,5,"BAR_BAY","bininter","maxN"
"Gymnocranius grandoculis",0,"BAR",0,10,"BAR_BAY","bininter","maxN"
"Halichoeres chrysus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Halichoeres trimaculatus",25.792,"BAR",1,45,"BAR_BAY","bininter","maxN"
"Hemigymnus melapterus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Heniochus acuminatus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Labroides dimidiatus",0,"BAR",0,7.5,"BAR_BAY","bininter","maxN"
"Lagocephalus sceleratus",0,"BAY",0,25,"BAR_BAY","bininter","maxN"
"Leiognathus fasciatus",0,"BAY",0,10,"BAR_BAY","bininter","maxN"
"Lethrinus atkinsoni",0,"BAR",0,5,"BAR_BAY","bininter","maxN"
"Lethrinus genivittatus",0,"BAR",0,50,"BAR_BAY","bininter","maxN"
"Lethrinus obsoletus",0,"BAY",0,32.5,"BAR_BAY","bininter","maxN"
"Lethrinus rubrioperculatus",16.75,"BAR",1,40,"BAR_BAY","bininter","maxN"
"Lethrinus variegatus",4.5,"BAR",0,37.5,"BAR_BAY","bininter","maxN"
"Lutjanus gibbus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Lutjanus lutjanus",0,"BAY",0,2.5,"BAR_BAY","bininter","maxN"
"Lutjanus vitta",0,"BAY",0,12.5,"BAR_BAY","bininter","maxN"
"Macropharyngodon negrosensis",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Mulloidichthys flavolineatus",0,"BAR",0,20,"BAR_BAY","bininter","maxN"
"Naso annulatus",0,"BAR",0,5,"BAR_BAY","bininter","maxN"
"Naso brevirostris",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Nebrius ferrugineus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Nemipterus peronii",0,"BAY",0,42.5,"BAR_BAY","bininter","maxN"
"Oxycheilinus bimaculatus",-1,"BAR",0,37.5,"BAR_BAY","bininter","maxN"
"Oxycheilinus nigromarginatus",0,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Oxycheilinus unifasciatus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Parapercis australis",-1,"BAR",0,35,"BAR_BAY","bininter","maxN"
"Parapercis clathrata",0,"BAY",0,5,"BAR_BAY","bininter","maxN"
"Parapercis hexophtalma",0,"BAR",0,5,"BAR_BAY","bininter","maxN"
"Parapercis xanthozona",0,"BAY",0,2.5,"BAR_BAY","bininter","maxN"
"Parupeneus barberinoides",0,"BAR",0,35,"BAR_BAY","bininter","maxN"
"Parupeneus barberinus",0,"BAR",0,5,"BAR_BAY","bininter","maxN"
"Parupeneus cyclostomus",0,"BAR",0,5,"BAR_BAY","bininter","maxN"
"Parupeneus heptacanthus",0.5,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Parupeneus multifasciatus",0,"BAR",0,25,"BAR_BAY","bininter","maxN"
"Parupeneus pleurostigma",9.6,"BAR",0,42.5,"BAR_BAY","bininter","maxN"
"Parupeneus spilurus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Pentapodus caninus",0,"BAR",0,5,"BAR_BAY","bininter","maxN"
"Pentapodus nagasakiensis",0,"BAR",0,37.5,"BAR_BAY","bininter","maxN"
"Plagiotremus rhinorhynchos",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Plagiotremus tapeinosoma",0,"BAR",0,10,"BAR_BAY","bininter","maxN"
"Plectropomus leopardus",0,"BAR",0,7.5,"BAR_BAY","bininter","maxN"
"Pomacanthus imperator",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Pomacentrus coelestis",0,"BAR",0,17.5,"BAR_BAY","bininter","maxN"
"Pomacentrus moluccensis",0,"BAR",0,10,"BAR_BAY","bininter","maxN"
"Pomacentrus nagasakiensis",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Pristotis obtusirostris",0,"BAR",0,7.5,"BAR_BAY","bininter","maxN"
"Pseudalutarius nasicornis",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Pseudanthias hypselosoma",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Pseudobalistes flavimarginatus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Pseudobalistes fuscus",0,"BAR",0,15,"BAR_BAY","bininter","maxN"
"Pseudocaranx dentex",0,"BAY",0,2.5,"BAR_BAY","bininter","maxN"
"Pseudojuloides cerasinus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Ptereleotris microlepis",0,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Pterocaesio marri",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Pterocaesio trilineata",0,"BAR",0,5,"BAR_BAY","bininter","maxN"
"Rhinecanthus aculeatus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Rhynchobatus Djiddensis",0,"BAY",0,2.5,"BAR_BAY","bininter","maxN"
"Scarus chameleon",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Scarus ghobban",0,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Scarus longipinnis",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Scarus psittacus",0,"BAR",0,15,"BAR_BAY","bininter","maxN"
"Scarus schlegeli",0,"BAR",0,7.5,"BAR_BAY","bininter","maxN"
"Scolopsis lineata",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Scomberoides tol",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Scomberomorus commerson",1.25,"BAR",0,12.5,"BAR_BAY","bininter","maxN"
"Siganus doliatus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Siganus punctatus",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Stegastes nigricans",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Stethojulis bandanensis",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Stethojulis interrupta",0,"BAR",0,20,"BAR_BAY","bininter","maxN"
"Stethojulis strigiventer",0,"BAR",0,7.5,"BAR_BAY","bininter","maxN"
"Sufflamen chrysopterum",0,"BAR",0,17.5,"BAR_BAY","bininter","maxN"
"Sufflamen fraenatum",0,"BAR",0,7.5,"BAR_BAY","bininter","maxN"
"Synodus variegatus",0,"BAY",0,15,"BAR_BAY","bininter","maxN"
"Taeniura meyeni",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Thalassoma lunare",0,"BAR",0,40,"BAR_BAY","bininter","maxN"
"Upeneus sundaicus",-1,"BAR",0,17.5,"BAR_BAY","bininter","maxN"
"Upeneus tragula",0,"BAY",0,5,"BAR_BAY","bininter","maxN"
"Upeneus vittatus",0,"BAY",0,2.5,"BAR_BAY","bininter","maxN"
"Valenciennea decora",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Valenciennea longipinnis",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Valenciennea puellaris",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Vanderhorstia ambanoro",0,"BAY",0,2.5,"BAR_BAY","bininter","maxN"
"Zebrasoma velifer",0,"BAR",0,2.5,"BAR_BAY","bininter","maxN"
"Abalistes stellatus",0,"LAG",1,17.5,"BAR_LAG","bininter","maxN"
"Acanthurus blochii",0,"BAR",0,7.5,"BAR_LAG","bininter","maxN"
"Acanthurus mata",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Acanthurus nigricauda",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Acanthurus olivaceus",0,"BAR",0,5,"BAR_LAG","bininter","maxN"
"Acanthurus xanthopterus",0,"BAR",0,7.5,"BAR_LAG","bininter","maxN"
"Acreichthys tomentosus",0,"LAG",0,2.5,"BAR_LAG","bininter","maxN"
"Aetobatus narinari",0,"LAG",0,2.5,"BAR_LAG","bininter","maxN"
"Amblyeleotris steinitzi",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Amblygobius phalaena",-0.25,"BAR",0,15,"BAR_LAG","bininter","maxN"
"Amblygobius sphynx",0,"LAG",0,5,"BAR_LAG","bininter","maxN"
"Aprion virescens",0,"BAR",0,5,"BAR_LAG","bininter","maxN"
"Arothron stellatus",0,"LAG",0,10,"BAR_LAG","bininter","maxN"
"Atule mate",0,"LAG",0,12.5,"BAR_LAG","bininter","maxN"
"Balistoides viridescens",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Bodianus loxozonus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Bodianus perditio",0,"BAR",1,5,"BAR_LAG","bininter","maxN"
"Caesio caerulaurea",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Canthigaster valentini",-1.5,"BAR",0,7.5,"BAR_LAG","bininter","maxN"
"Carangoides dinema",-1.5,"LAG",0,5,"BAR_LAG","bininter","maxN"
"Carangoides fulvoguttatus",1,"LAG",1,5,"BAR_LAG","bininter","maxN"
"Carangoides plagiotaenia",0,"LAG",0,2.5,"BAR_LAG","bininter","maxN"
"Caranx ignobilis",0,"BAR",1,5,"BAR_LAG","bininter","maxN"
"Carcharhinus leucas",0,"LAG",0,2.5,"BAR_LAG","bininter","maxN"
"Centropyge tibicen",0,"BAR",0,10,"BAR_LAG","bininter","maxN"
"Chaetodon auriga",-0.25,"BAR",0,15,"BAR_LAG","bininter","maxN"
"Chaetodon ephippium",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Chaetodon kleinii",-0.25,"BAR",0,12.5,"BAR_LAG","bininter","maxN"
"Chaetodon melannotus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Chaetodon mertensii",-2,"BAR",0,7.5,"BAR_LAG","bininter","maxN"
"Chaetodon plebeius",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Cheilinus chlorourus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Cheilio inermis",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Cheilodipterus quinquelineatus",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Chlorurus sordidus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Choerodon graphicus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Chromis fumea",0,"BAR",0,5,"BAR_LAG","bininter","maxN"
"Chromis viridis",0,"BAR",0,12.5,"BAR_LAG","bininter","maxN"
"Chrysiptera biocellata",0,"BAR",0,5,"BAR_LAG","bininter","maxN"
"Coris batuensis",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Coris caudimacula",0,"LAG",0,5,"BAR_LAG","bininter","maxN"
"Coris dorsomacula",0,"BAR",1,15,"BAR_LAG","bininter","maxN"
"Ctenochaetus striatus",0,"BAR",1,5,"BAR_LAG","bininter","maxN"
"Dascyllus aruanus",0,"BAR",0,17.5,"BAR_LAG","bininter","maxN"
"Dasyatis kuhlii",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Decapterus macarellus",0,"LAG",0,12.5,"BAR_LAG","bininter","maxN"
"Diagramma pictum",-0.75,"BAR",0,7.5,"BAR_LAG","bininter","maxN"
"Echeneis naucrates",2.25,"LAG",1,15,"BAR_LAG","bininter","maxN"
"Epinephelus howlandi",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Epinephelus maculatus",0,"BAR",0,7.5,"BAR_LAG","bininter","maxN"
"Epinephelus malabaricus",0,"LAG",0,2.5,"BAR_LAG","bininter","maxN"
"Epinephelus merra",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Galeocerdo cuvier",0,"LAG",0,2.5,"BAR_LAG","bininter","maxN"
"Gymnocranius grandoculis",0,"BAR",0,10,"BAR_LAG","bininter","maxN"
"Halichoeres chrysus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Halichoeres trimaculatus",4.25,"BAR",0,42.5,"BAR_LAG","bininter","maxN"
"Hemigymnus melapterus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Heniochus acuminatus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Himantura fai",0,"LAG",0,2.5,"BAR_LAG","bininter","maxN"
"Labroides dimidiatus",-0.25,"BAR",0,7.5,"BAR_LAG","bininter","maxN"
"Lagocephalus sceleratus",-1,"LAG",0,22.5,"BAR_LAG","bininter","maxN"
"Lethrinus atkinsoni",-1.25,"BAR",0,5,"BAR_LAG","bininter","maxN"
"Lethrinus genivittatus",0,"LAG",0,60,"BAR_LAG","bininter","maxN"
"Lethrinus obsoletus",0,"LAG",0,10,"BAR_LAG","bininter","maxN"
"Lethrinus olivaceus",0,"LAG",0,2.5,"BAR_LAG","bininter","maxN"
"Lethrinus rubrioperculatus",7,"BAR",0,42.5,"BAR_LAG","bininter","maxN"
"Lethrinus variegatus",0,"BAR",0,37.5,"BAR_LAG","bininter","maxN"
"Lutjanus gibbus",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Lutjanus vitta",0,"BAR",0,5,"BAR_LAG","bininter","maxN"
"Macropharyngodon negrosensis",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Mulloidichthys flavolineatus",0,"BAR",0,20,"BAR_LAG","bininter","maxN"
"Naso annulatus",-1.75,"BAR",0,5,"BAR_LAG","bininter","maxN"
"Naso brevirostris",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Nebrius ferrugineus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Nemipterus peronii",46.397,"LAG",1,45,"BAR_LAG","bininter","maxN"
"Oplopomus oplopomus",0,"LAG",0,5,"BAR_LAG","bininter","maxN"
"Oxycheilinus bimaculatus",-1,"BAR",0,40,"BAR_LAG","bininter","maxN"
"Oxycheilinus nigromarginatus",0,"BAR",1,12.5,"BAR_LAG","bininter","maxN"
"Oxycheilinus unifasciatus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Parapercis australis",2,"BAR",0,35,"BAR_LAG","bininter","maxN"
"Parapercis hexophtalma",0,"BAR",1,5,"BAR_LAG","bininter","maxN"
"Parupeneus barberinoides",0,"BAR",0,35,"BAR_LAG","bininter","maxN"
"Parupeneus barberinus",-1.75,"BAR",0,5,"BAR_LAG","bininter","maxN"
"Parupeneus cyclostomus",0,"BAR",1,5,"BAR_LAG","bininter","maxN"
"Parupeneus heptacanthus",0,"LAG",0,17.5,"BAR_LAG","bininter","maxN"
"Parupeneus multifasciatus",0,"BAR",0,25,"BAR_LAG","bininter","maxN"
"Parupeneus pleurostigma",6.058,"BAR",0,42.5,"BAR_LAG","bininter","maxN"
"Parupeneus spilurus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Pentapodus caninus",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Pentapodus nagasakiensis",0,"BAR",0,67.5,"BAR_LAG","bininter","maxN"
"Plagiotremus rhinorhynchos",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Plagiotremus tapeinosoma",-2.25,"BAR",0,10,"BAR_LAG","bininter","maxN"
"Plectropomus leopardus",-1.25,"BAR",0,7.5,"BAR_LAG","bininter","maxN"
"Pomacanthus imperator",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Pomacentrus coelestis",0,"BAR",0,17.5,"BAR_LAG","bininter","maxN"
"Pomacentrus moluccensis",0,"BAR",0,10,"BAR_LAG","bininter","maxN"
"Pomacentrus nagasakiensis",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Pristotis obtusirostris",0,"BAR",0,12.5,"BAR_LAG","bininter","maxN"
"Pseudalutarius nasicornis",4.25,"LAG",1,25,"BAR_LAG","bininter","maxN"
"Pseudanthias hypselosoma",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Pseudobalistes flavimarginatus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Pseudobalistes fuscus",0,"BAR",1,15,"BAR_LAG","bininter","maxN"
"Pseudocaranx dentex",0,"LAG",0,7.5,"BAR_LAG","bininter","maxN"
"Pseudojuloides cerasinus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Ptereleotris microlepis",0,"BAR",0,12.5,"BAR_LAG","bininter","maxN"
"Pterocaesio marri",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Pterocaesio trilineata",0,"BAR",0,5,"BAR_LAG","bininter","maxN"
"Rhinecanthus aculeatus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Scarus chameleon",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Scarus ghobban",0,"BAR",0,12.5,"BAR_LAG","bininter","maxN"
"Scarus longipinnis",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Scarus psittacus",0,"BAR",0,15,"BAR_LAG","bininter","maxN"
"Scarus schlegeli",0,"BAR",0,7.5,"BAR_LAG","bininter","maxN"
"Scolopsis lineata",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Scomberoides tol",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Scomberomorus commerson",1,"LAG",1,22.5,"BAR_LAG","bininter","maxN"
"Siganus doliatus",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Siganus punctatus",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Sphyrna mokarran",0,"LAG",0,2.5,"BAR_LAG","bininter","maxN"
"Stegastes nigricans",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Stethojulis bandanensis",0,"BAR",1,2.5,"BAR_LAG","bininter","maxN"
"Stethojulis interrupta",-0.25,"BAR",0,20,"BAR_LAG","bininter","maxN"
"Stethojulis strigiventer",-0.5,"BAR",0,7.5,"BAR_LAG","bininter","maxN"
"Sufflamen chrysopterum",-1.5,"BAR",0,17.5,"BAR_LAG","bininter","maxN"
"Sufflamen fraenatum",-2.5,"BAR",0,7.5,"BAR_LAG","bininter","maxN"
"Synodus dermatogenys",0,"LAG",0,2.5,"BAR_LAG","bininter","maxN"
"Synodus variegatus",0,"LAG",0,20,"BAR_LAG","bininter","maxN"
"Taeniura meyeni",0,"BAR",1,5,"BAR_LAG","bininter","maxN"
"Thalassoma lunare",0,"BAR",0,37.5,"BAR_LAG","bininter","maxN"
"Upeneus moluccensis",0,"LAG",0,15,"BAR_LAG","bininter","maxN"
"Upeneus sundaicus",0,"BAR",0,25,"BAR_LAG","bininter","maxN"
"Upeneus tragula",0,"LAG",0,7.5,"BAR_LAG","bininter","maxN"
"Upeneus vittatus",0,"LAG",0,5,"BAR_LAG","bininter","maxN"
"Valenciennea decora",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Valenciennea longipinnis",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Valenciennea puellaris",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Zebrasoma velifer",0,"BAR",0,2.5,"BAR_LAG","bininter","maxN"
"Abalistes stellatus",0,"LAG",0,17.5,"BAY_LAG","bininter","maxN"
"Acreichthys tomentosus",0,"LAG",0,2.5,"BAY_LAG","bininter","maxN"
"Aetobatus narinari",0,"LAG",0,2.5,"BAY_LAG","bininter","maxN"
"Amblygobius sphynx",0,"LAG",0,5,"BAY_LAG","bininter","maxN"
